,id_hh,id_hs,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_tot_energy_heat
1266,HH17310081,HS3109100005,1,2,2,2,3,1,6,82.5,3,1,2,14,1,3,5,3,2,1,3,12091.848016
1267,HH17310083,HS3109100008,1,2,1,1,6,3,5,99.0,3,1,1,17,1,3,5,4,2,1,5,15292.631288
1268,HH18310102,HS3109100009,1,2,1,1,5,2,4,66.0,3,1,1,13,1,3,5,3,3,3,4,11466.323444
1269,HH18310129,HS3109100010,1,2,2,1,3,2,4,66.0,2,1,1,13,1,3,5,2,3,1,2,8236.736994
1270,HH18310065,HS3109100011,1,2,2,2,5,1,5,59.4,2,1,1,13,1,3,5,3,2,1,3,6995.0672285
1271,HH13310064,HS3109200001,1,2,3,2,3,1,6,82.5,3,1,2,13,3,3,4,4,2,1,7,9522.7767261
1272,HH18310104,HS3109200007,1,2,1,1,6,1,4,148.5,4,1,2,19,1,3,5,5,2,3,7,10110.689221
1273,HH18310130,HS3109200008,1,2,3,5,2,2,5,82.5,3,1,1,12,3,3,5,4,2,1,4,10088.60193
1274,HH12310002,HS3110100005,1,2,1,1,5,4,5,207.9,4,1,2,14,1,1,5,2,2,3,6,14256.5
1275,HH12310003,HS3110100006,1,2,1,1,5,1,5,125.4,3,1,2,13,1,1,4,4,2,1,5,14161.28
1276,HH12310004,HS3110100007,1,2,1,1,4,2,5,224.4,4,1,2,20,1,3,4,4,2,3,5,19022.37
1277,HH11310005,HS3110100017,1,2,2,2,4,2,3,89.1,3,1,1,12,1,3,5,2,2,1,4,11652.26
1278,HH12310009,HS3110100019,1,2,2,1,4,1,3,79.2,2,1,1,12,1,1,5,3,2,1,4,12794.69
1279,HH14310005,HS3110100024,1,2,3,11,3,1,6,66.0,2,1,1,6,3,3,5,3,2,1,5,11721.519498
1280,HH17310085,HS3110100025,1,2,2,3,3,1,3,52.8,2,1,1,14,1,3,5,2,3,3,2,11013.952417
1281,HH17310086,HS3110100026,1,2,3,17,3,1,6,112.2,3,1,2,16,3,3,5,5,2,3,4,8392.7498458
1282,HH17310087,HS3110100027,1,2,2,2,6,2,3,59.4,2,1,1,12,1,1,5,1,2,2,2,4170.1641483
1283,HH17310088,HS3110100028,1,2,3,11,3,1,6,75.9,2,1,1,10,3,3,4,4,2,3,5,14248.144125
1284,HH17310090,HS3110100030,1,2,2,1,3,2,5,42.9,2,1,1,12,1,3,5,1,2,1,2,6829.7743433
1285,HH17310092,HS3110100032,1,2,2,3,5,2,3,69.3,2,1,1,4,1,1,4,2,2,1,4,7959.9978391
1286,HH17310093,HS3110100033,1,2,3,4,2,1,4,75.9,3,1,1,12,3,1,4,3,3,2,2,17131.022029
1287,HH18310001,HS3110100034,1,2,1,1,4,2,6,148.5,3,1,2,16,1,3,4,2,3,3,3,3514.02
1288,HH18310008,HS3110100035,1,2,2,3,2,1,5,69.3,2,1,1,12,1,3,5,2,2,1,7,9975.06
1289,HH18310007,HS3110100036,1,2,2,2,4,2,3,79.2,2,1,1,12,1,3,5,3,2,1,4,31211.7
1290,HH18310132,HS3110100037,1,2,2,1,5,2,5,56.1,2,1,1,12,1,1,5,2,3,2,2,6899.6220536
1291,HH18310133,HS3110100038,1,2,2,3,4,2,3,69.3,2,1,1,10,1,1,4,1,2,1,3,2962.8127096
1292,HH13310002,HS3110300001,1,2,3,8,3,2,4,62.7,2,1,1,12,3,3,5,3,2,1,3,8361.1647923
1293,HH17310094,HS3110300007,1,2,1,3,5,1,3,115.5,3,1,2,14,1,3,4,2,3,3,3,21682.059732
1294,HH18310006,HS3110300015,1,2,1,1,6,1,5,112.2,3,1,2,10,1,3,5,3,2,1,6,28727.401961
1295,HH18310003,HS3110300016,1,2,1,3,5,2,3,115.5,3,1,1,12,1,3,5,4,2,3,7,15342.83
1296,HH18310135,HS3110300017,1,2,3,10,2,3,5,82.5,3,1,1,10,3,3,4,5,3,1,6,14725.259161
1297,HH14310008,HS3110400009,1,2,3,13,3,2,4,85.8,3,1,1,12,3,1,4,2,3,5,2,11817.241844
1298,HH13310006,HS3110400011,1,2,3,10,3,1,4,184.8,5,1,2,22,3,3,5,3,2,3,7,10264.70269
1299,HH17310096,HS3110400015,1,2,3,29,3,1,6,161.7,4,1,2,14,3,3,4,4,2,3,7,14889.046831
1300,HH17310097,HS3110400016,1,2,3,14,3,3,6,128.7,3,1,2,20,3,1,4,4,2,1,6,16155.330379
1301,HH17310098,HS3110400017,1,2,3,9,3,2,4,105.6,3,1,2,16,3,3,5,4,2,1,4,9270.0596841
1302,HH18310020,HS3110400018,1,2,1,1,3,1,3,69.3,2,1,1,7,1,3,5,4,2,1,4,14308.31
1303,HH18310023,HS3110400019,1,2,1,1,5,2,4,105.6,3,1,1,12,1,3,5,4,2,1,6,13314.76
1304,HH18310027,HS3110400020,1,2,2,2,3,4,5,79.2,3,1,1,11,1,3,5,3,2,1,6,16439.0
1305,HH13310009,HS3111000001,1,2,3,10,2,2,3,148.5,4,1,2,19,3,1,5,3,3,5,2,17547.295964
1306,HH13310016,HS3112000004,1,2,3,4,2,2,3,102.3,3,1,2,8,1,1,5,2,3,1,4,15956.13
1307,HH17310099,HS3112000007,1,2,3,18,2,2,5,168.3,4,1,2,14,1,3,5,3,2,3,5,14835.0
1308,HH17310101,HS3112000009,1,2,3,14,2,3,6,112.2,3,1,2,15,1,3,5,4,2,1,7,19076.848574
1309,HH18310009,HS3112000010,1,2,3,8,3,1,5,105.6,3,1,2,10,1,3,5,4,2,3,6,8738.94
1310,HH18310049,HS3112000011,1,2,3,2,2,3,4,69.3,2,1,1,13,1,3,5,5,2,3,7,10166.29
1311,HH18310137,HS3112000012,1,2,3,12,2,1,4,108.9,3,1,2,14,1,3,4,2,3,1,7,8062.53
1312,HH16310001,HS3113000003,1,2,3,11,3,1,5,82.5,3,1,1,7,1,3,4,2,3,1,3,8503.6547282
1313,HH17310103,HS3113000008,1,2,3,14,6,2,4,118.8,3,1,2,13,1,3,5,4,2,1,7,13382.530261
1314,HH17310105,HS3113000010,1,2,3,13,2,3,5,105.6,3,1,2,10,1,3,5,4,2,1,4,14740.56
1315,HH18310016,HS3113000012,1,2,1,2,4,1,6,198.0,5,1,2,28,4,3,3,3,2,1,7,22059.0
1316,HH18310039,HS3113000013,1,2,3,5,3,1,4,102.3,3,1,2,13,1,3,5,3,2,1,4,13994.9
1317,HH18310138,HS3113000014,1,2,3,7,3,1,4,102.3,3,1,2,13,1,3,5,4,2,3,5,14875.09
1318,HH18310141,HS3113000015,1,2,3,11,3,1,4,102.3,3,1,2,13,1,3,5,4,2,1,5,13903.12
1319,HH18310089,HS3115000011,1,2,3,8,2,3,5,112.2,3,1,2,14,1,3,5,4,3,1,7,11214.065672
1320,HH18310031,HS3115000012,1,2,1,1,5,1,4,99.0,3,1,1,17,1,3,5,4,2,3,5,17658.800192
1321,HH18310033,HS3115000013,1,2,2,3,4,2,4,72.6,2,1,1,8,1,3,5,2,2,1,4,6597.8135424
1322,HH18310164,HS3115000015,1,2,3,15,3,1,4,125.4,3,1,2,14,1,3,5,3,2,1,3,10194.910131
1323,HH18310032,HS3116000027,1,2,3,11,2,1,4,79.2,3,1,2,8,3,3,5,2,3,5,2,11094.690623
1324,HH18310144,HS3116000028,1,2,3,2,6,2,4,79.2,2,1,1,14,3,1,5,3,2,1,6,6496.9755759
1325,HH18310105,HS3116000029,1,2,3,6,2,1,4,79.2,2,1,1,14,3,3,5,1,3,5,2,10908.930623
1326,HH18310070,HS3117000021,1,2,3,2,2,3,5,108.9,3,1,2,14,1,3,5,3,2,3,7,13268.962134
1327,HH18310072,HS3117000022,1,2,3,3,2,1,5,108.9,3,1,2,14,1,3,4,4,2,1,7,12563.773092
1328,HH18310074,HS3117000023,1,2,3,1,4,1,5,108.9,3,1,2,13,1,3,5,4,2,1,7,13668.650849
1329,HH18310076,HS3117000024,1,2,3,3,3,2,5,108.9,3,1,2,13,1,3,5,4,2,1,7,13329.376241
1330,HH18310081,HS3117000025,1,2,3,2,3,3,5,66.0,2,1,1,13,1,1,4,3,2,1,6,9628.2729984
1331,HH18310086,HS3117000026,1,2,3,12,3,4,5,108.9,3,1,2,13,1,3,4,3,2,1,7,13800.634925
1332,HH18310136,HS3117000027,1,2,3,3,2,2,5,108.9,3,1,2,14,1,3,4,4,2,1,6,13324.784046
1333,HH18310146,HS3117000028,1,2,3,6,2,2,5,108.9,3,1,2,14,1,3,5,3,2,1,6,13692.983117
1334,HH18310078,HS3117000029,1,2,3,2,2,1,5,108.9,3,1,2,14,1,3,5,2,3,5,3,10901.006343
1335,HH17310110,HS3118000006,1,2,3,6,3,3,4,105.6,3,1,2,3,1,3,4,5,2,1,5,13712.160529
1336,HH17310111,HS3118000007,1,2,3,19,4,1,6,105.6,3,1,2,15,3,3,5,4,2,3,4,11754.49496
1337,HH17310112,HS3118000008,1,2,3,4,3,2,6,112.2,3,1,2,14,3,3,5,4,2,1,6,6709.6935207
1338,HH18310056,HS3118000011,1,2,3,9,3,1,5,105.6,3,1,2,15,1,1,4,3,2,1,6,11147.744647
1339,HH18310061,HS3118000013,1,2,3,9,3,1,5,115.5,3,1,2,12,1,2,5,3,2,3,3,9040.6206065
1340,HH18310112,HS3118000014,1,2,1,2,4,2,4,66.0,3,1,1,13,1,3,4,4,2,3,5,4059.033476
1341,HH18310147,HS3118000015,1,2,3,2,3,2,6,112.2,3,1,2,18,3,3,5,4,2,1,5,11653.425947
1342,HH18310148,HS3118000016,1,2,3,1,4,2,6,82.5,3,1,2,14,3,3,5,4,2,4,4,8854.9129652
1343,HH18310149,HS3118000017,1,2,3,15,3,2,5,79.2,2,1,1,14,3,3,5,2,2,1,6,6493.224441
1344,HH18310163,HS3118000018,1,2,3,11,3,1,4,79.2,3,1,1,12,1,3,4,2,2,3,7,7601.5505691
1345,HH17310115,HS3119100003,1,2,1,1,6,1,6,158.4,3,1,2,12,1,3,5,4,2,1,7,24892.746539
1346,HH17310116,HS3119100004,1,2,1,1,6,1,6,165.0,3,1,2,10,1,3,5,4,2,1,7,18778.1
1347,HH17310117,HS3119100005,1,2,1,1,6,1,6,112.2,3,1,2,11,1,3,4,2,2,1,4,12111.010921
1348,HH18310043,HS3119100019,1,2,1,1,6,1,6,141.9,4,1,2,21,1,3,5,3,2,1,6,14149.34
1349,HH18310037,HS3119100020,1,2,3,10,3,1,4,89.1,3,1,1,14,1,1,4,1,3,5,3,4259.6926739
1350,HH18310150,HS3119100021,1,2,3,7,3,1,4,89.1,3,1,1,12,3,1,4,2,2,1,3,8742.958026
1351,HH18310122,HS3119100022,1,2,3,11,3,1,4,89.1,3,1,1,2,1,1,5,2,2,3,2,4077.9726199
1352,HH13310077,HS3119200001,1,2,3,10,3,1,4,79.2,3,1,1,18,1,3,5,4,2,1,7,7802.1679606
1353,HH13310081,HS3119200005,1,2,3,20,4,1,5,108.9,3,1,2,16,1,3,4,4,2,3,6,2903.775659
1354,HH13310084,HS3119200008,1,2,3,6,3,2,5,115.5,3,1,2,16,3,3,5,4,2,1,7,7651.94
1355,HH17310118,HS3119200016,1,2,3,4,3,1,4,92.4,3,1,1,18,1,3,5,2,3,4,3,5093.774534
1356,HH17310119,HS3119200017,1,2,3,1,3,2,5,115.5,3,1,2,14,1,1,4,4,2,1,3,12319.665971
1357,HH17310120,HS3119200018,1,2,3,14,3,1,4,105.6,3,1,2,14,3,1,5,2,3,3,3,10107.198387
1358,HH13310087,HS3119200019,1,2,3,2,3,1,4,79.2,3,1,2,12,1,3,5,6,2,1,4,7256.78
1359,HH18310131,HS3119200020,1,2,3,5,6,2,6,112.2,4,1,2,18,3,1,5,2,2,5,7,4571.2923733
1360,HH18310154,HS3119200021,1,2,3,21,3,2,6,82.5,3,1,2,4,3,2,4,3,2,1,7,9470.8222119
1361,HH18310128,HS3119300014,1,2,3,4,3,1,5,112.2,3,1,2,16,3,3,5,4,2,1,5,12038.28288
1362,HH18310134,HS3119300015,1,2,3,19,3,2,5,105.6,3,1,2,14,1,3,4,2,2,1,5,12462.783826
1363,HH18310151,HS3119300016,1,2,3,7,3,1,4,75.9,3,1,1,12,3,3,4,3,3,1,5,10282.040149
1364,HH18310152,HS3119300017,1,2,3,10,3,1,4,108.9,3,1,1,12,3,1,5,2,2,2,3,7883.2643861
1365,HH18310153,HS3119300018,1,2,3,9,3,1,4,75.9,3,1,1,12,3,3,5,2,3,2,3,11907.804554
1366,HH18310123,HS3119300019,1,2,3,5,3,1,4,75.9,3,1,1,12,3,3,5,1,3,2,3,9426.0285653
1367,HH18310155,HS3119300020,1,2,3,6,3,1,4,75.9,3,1,1,12,3,3,5,2,3,3,3,16227.403672
1368,HH18310156,HS3120000003,1,2,3,20,3,1,4,99.0,3,1,2,9,1,3,5,2,2,2,2,14794.13
1369,HH18310157,HS3120000004,1,2,2,1,3,1,3,89.1,3,1,1,10,1,1,5,5,2,3,3,14561.68
1370,HH12310059,HS3121000004,1,2,1,1,6,1,4,112.2,3,1,1,15,4,1,5,1,3,5,5,2899.92
1371,HH18310090,HS3121000006,1,2,3,6,3,3,5,105.6,3,1,2,10,1,3,5,2,2,1,5,9311.3391324
1372,HH18310139,HS3121000007,1,2,3,8,2,1,4,82.5,3,1,1,12,1,3,5,3,2,1,5,11683.068754
1373,HH18310140,HS3121000008,1,2,1,1,6,1,4,99.0,3,1,1,14,5,3,5,1,3,3,2,9188.32
1374,HH18310051,HS3121000009,1,2,1,1,6,1,6,89.1,2,1,2,16,1,3,5,2,3,3,2,10564.094525
1375,HH18310088,HS3121000010,1,2,1,1,6,1,4,59.4,3,1,1,14,2,1,5,2,3,3,2,9438.62
1376,HH18310114,HS3122000003,1,2,3,10,2,1,6,108.9,3,1,2,13,1,3,5,2,2,1,5,13834.798485
1377,HH13310020,HS3123000008,1,2,3,6,3,2,6,161.7,4,1,2,12,1,3,4,4,2,1,6,23942.45
1378,HH13310019,HS3123000009,1,2,3,14,3,1,6,128.7,3,1,2,20,3,3,5,3,2,1,7,10238.97489
1379,HH18310011,HS3123000010,1,2,3,3,3,1,6,79.2,3,1,2,16,1,3,5,1,3,5,3,21517.06
1380,HH18310013,HS3123000011,1,2,3,12,2,1,6,112.2,3,1,2,14,3,3,5,4,2,1,4,9349.8818419
1381,HH18310143,HS3124000021,1,2,3,13,3,1,5,79.2,3,1,1,6,3,3,5,2,3,2,3,14740.876456
1382,HH18310097,HS3124000022,1,2,3,11,2,4,5,105.6,3,1,2,18,3,3,5,3,2,3,6,16738.205438
1383,HH18310113,HS3124000023,1,2,3,3,2,2,5,105.6,3,1,2,18,3,1,5,2,3,3,3,18540.314665
1384,HH18310100,HS3124000024,1,2,3,5,3,2,5,105.6,3,1,2,16,3,3,5,3,2,1,4,6975.8019088
1385,HH18310107,HS3124000025,1,2,3,7,3,2,5,105.6,3,1,2,16,3,3,5,2,3,2,3,12218.03496
1386,HH18310109,HS3124000026,1,2,3,11,2,2,5,79.2,3,1,1,16,3,3,5,3,2,1,4,14790.346243
1387,HH18310064,HS3124000027,1,2,3,7,3,2,5,82.5,3,1,2,6,3,3,5,4,2,1,6,8670.5753421
1388,HH18310158,HS3124000028,1,2,3,6,2,1,5,79.2,3,1,1,16,3,3,5,4,2,3,6,13202.113466
1389,HH18310106,HS3124000029,1,2,3,11,3,2,5,105.6,3,1,2,16,3,3,5,2,3,2,3,6656.1817858
1390,HH18310159,HS3124000030,1,2,3,8,2,1,6,79.2,3,1,2,16,3,3,5,2,2,1,5,10908.070623
1391,HH18310145,HS3124000031,1,2,3,8,3,1,5,79.2,3,1,1,16,3,3,5,3,2,1,5,17144.433725
1392,HH17310131,HS3125000004,1,2,3,5,2,1,4,105.6,3,1,2,12,1,3,4,2,2,1,2,11279.82
1393,HH17310132,HS3125000005,1,2,3,5,2,1,4,105.6,3,1,2,12,1,3,4,4,2,3,2,12894.529574
1394,HH18310021,HS3125000006,1,2,1,1,6,1,4,66.0,2,1,1,10,1,3,5,2,2,3,4,11993.045143
1395,HH18310024,HS3125000007,1,2,3,6,2,1,5,105.6,3,1,2,12,1,3,5,3,2,1,5,14789.57294
1396,HH17310133,HS3126000001,1,2,3,4,2,1,4,112.2,3,1,2,18,1,3,4,2,2,1,3,11962.3175
1397,HH17310134,HS3127000003,1,2,1,1,5,2,4,122.1,3,1,2,6,4,3,5,2,3,1,4,6774.0642077
1398,HH18310160,HS3127000005,1,2,1,1,6,2,3,99.0,3,1,2,10,4,3,5,3,2,1,6,14853.92
1399,HH13310001,HS3137000001,1,2,1,1,6,2,4,99.0,3,1,2,10,5,1,5,4,2,1,5,16531.80026
1400,HH18310161,HS3137000003,1,2,1,1,6,2,6,99.0,3,1,2,14,4,3,5,2,3,1,4,6534.28
1401,HH15320010,HS3201000003,1,2,1,1,6,2,1,89.1,3,1,1,3,2,1,3,3,2,2,1,9527.334259
1402,HH15320011,HS3201000004,1,2,1,1,6,4,4,82.5,2,1,1,20,2,3,3,2,3,5,1,10954.051226
1403,HH16320004,HS3201000007,1,2,1,1,6,1,3,59.4,1,1,1,8,2,1,3,1,3,5,1,10497.762206
1404,HH15320015,HS3201000009,1,2,1,2,4,1,3,82.5,4,1,1,16,1,3,4,4,2,1,2,14379.544372
1405,HH11320025,HS3201000011,1,2,3,3,4,1,3,42.9,2,0,1,21,1,1,4,1,3,5,1,3983.635674
1406,HH11320028,HS3201000014,1,2,3,1,2,1,1,49.5,2,1,1,10,1,3,4,2,2,4,3,7967.8806977
1407,HH11320030,HS3201000016,1,2,3,1,3,4,3,56.1,3,0,1,29,1,1,4,1,3,5,1,12244.553017
1408,HH11320031,HS3201000017,1,2,3,2,2,1,3,56.1,3,0,1,16,1,1,4,1,3,5,1,10017.567604
1409,HH14320002,HS3201000018,1,2,3,3,2,1,3,49.5,2,0,1,26,1,1,4,2,3,2,1,5853.613079
1410,HH17320003,HS3201000021,1,2,2,2,4,1,5,56.1,3,1,1,12,1,3,4,2,2,1,2,6152.96
1411,HH17320004,HS3201000022,1,2,1,1,6,2,4,99.0,4,1,2,13,1,3,3,2,2,1,6,6658.12
1412,HH17320005,HS3201000023,1,2,2,1,3,3,4,56.1,2,1,1,20,2,1,3,1,3,5,1,8311.138308
1413,HH17320007,HS3201000025,1,2,2,1,3,2,6,79.2,3,1,2,26,1,3,4,3,2,1,4,10450.55787
1414,HH15320012,HS3201000027,1,2,3,5,6,1,4,102.3,3,1,2,4,1,1,4,2,2,4,3,9835.4113818
1415,HH17320008,HS3201000028,1,2,3,3,3,1,3,56.1,2,1,1,16,1,1,4,1,3,5,1,8542.47482
1416,HH17320009,HS3201000029,1,2,3,3,3,1,3,56.1,3,0,1,16,1,1,4,1,3,5,1,8907.9499218
1417,HH18320012,HS3201000030,1,2,1,1,6,1,3,85.8,3,1,1,27,1,1,4,1,3,5,2,11975.229275
1418,HH18320001,HS3201000031,1,2,3,3,4,1,3,56.1,2,1,1,16,1,1,4,1,3,5,2,7128.799802
1419,HH18320003,HS3201000032,1,2,2,2,3,4,4,66.0,2,1,1,15,2,3,3,2,3,5,2,9215.8328615
1420,HH18320005,HS3201000033,1,2,3,3,3,1,3,56.1,3,0,1,16,1,3,4,2,3,5,1,8853.443933
1421,HH18320035,HS3201000034,1,2,3,1,4,1,3,56.1,3,0,1,16,1,3,4,2,3,2,2,10017.567604
1422,HH18320013,HS3201000035,1,2,3,1,2,1,4,79.2,3,1,1,23,1,3,4,2,3,5,2,4911.597388
1423,HH18320011,HS3201000036,1,2,1,2,4,1,4,99.0,4,1,1,20,1,3,4,2,3,2,2,13122.19939
1424,HH18320015,HS3201000037,1,2,1,1,4,3,4,59.4,3,1,1,16,1,1,4,1,3,5,1,13559.03399
1425,HH12320033,HS3202000007,1,2,3,2,4,1,4,56.1,2,1,1,16,1,3,4,1,2,1,6,16476.015722
1426,HH12320036,HS3202000011,1,2,3,13,3,2,6,155.1,4,1,2,10,1,3,5,2,3,5,1,8379.68
1427,HH12320038,HS3202000013,1,2,3,6,2,3,5,148.5,4,1,2,17,1,3,5,3,2,1,5,11837.206118
1428,HH15320007,HS3202000019,1,2,2,4,4,1,3,82.5,3,1,1,14,1,1,4,4,2,1,2,8161.99
1429,HH12320043,HS3202000020,1,2,1,1,4,4,4,99.0,4,1,1,12,4,1,4,4,2,5,5,14917.693628
1430,HH17320010,HS3202000023,1,2,3,6,2,2,3,115.5,3,1,2,9,1,3,4,2,2,5,7,12894.01
1431,HH17320011,HS3202000024,1,2,3,9,2,2,5,155.1,4,1,2,8,1,3,5,3,3,3,4,18597.65
1432,HH17320013,HS3202000026,1,2,3,12,3,2,4,125.4,3,1,2,10,1,3,4,2,3,2,2,17062.37
1433,HH15320003,HS3202000027,1,2,3,10,3,1,5,108.9,3,1,2,8,1,1,4,5,2,3,3,14047.49
1434,HH17320016,HS3202000030,1,2,3,14,2,2,5,82.5,1,1,2,11,1,3,4,3,2,3,2,10486.188332
1435,HH18320004,HS3202000036,1,2,1,1,4,1,5,217.8,4,1,1,30,4,3,3,4,2,1,7,21997.314955
1436,HH18320007,HS3202000037,1,2,1,1,4,2,3,82.5,4,1,1,16,1,3,4,3,3,4,3,22290.16
1437,HH18320009,HS3202000038,1,2,3,8,3,1,5,75.9,3,1,2,24,1,3,4,4,2,3,5,16932.51
1438,HH18320044,HS3202000039,1,2,1,1,6,1,5,75.9,2,1,1,18,1,1,4,1,2,3,3,12331.014784
1439,HH18320045,HS3202000040,1,2,3,5,3,2,5,79.2,3,1,2,17,1,3,4,5,2,4,5,11222.51
1440,HH18320006,HS3202000041,1,2,1,1,6,1,2,66.0,2,1,1,26,4,1,3,2,3,4,2,14847.503907
1441,HH18320014,HS3202000042,1,2,1,1,6,1,5,132.0,3,1,1,24,2,1,3,1,2,3,2,14711.655264
1442,HH18320016,HS3202000043,1,2,3,14,3,2,5,108.9,3,1,2,25,1,1,4,2,3,5,4,13846.150905
1443,HH18320017,HS3202000044,1,2,1,1,6,1,3,72.6,3,1,1,10,2,1,3,3,3,2,3,12994.435494
1444,HH18320020,HS3202000045,1,2,1,1,6,1,3,59.4,2,1,1,18,2,1,3,1,2,5,1,7788.5507415
1445,HH18320021,HS3202000046,1,2,1,1,6,1,6,82.5,3,1,1,32,2,3,3,2,3,2,2,14912.803346
1446,HH18320023,HS3202000047,1,2,1,1,6,3,1,82.5,3,1,1,10,5,1,3,1,3,5,1,18509.336916
1447,HH18320026,HS3202000049,1,2,1,1,6,3,4,82.5,2,1,1,16,5,3,3,2,3,5,2,30538.056274
1448,HH11320002,HS3203000003,1,2,1,1,6,1,4,49.5,2,1,1,8,2,3,3,2,3,3,1,6919.045825
1449,HH12320004,HS3203000006,1,2,3,3,2,1,4,105.6,3,1,2,21,1,1,4,2,3,5,1,6445.56
1450,HH12320008,HS3203000016,1,2,3,6,2,2,6,108.9,3,1,2,14,1,3,4,4,2,3,4,7307.35
1451,HH17320023,HS3203000021,1,2,1,1,4,4,3,141.9,5,1,2,20,2,3,5,3,2,1,5,6975.52
1452,HH17320024,HS3203000022,1,2,1,2,4,1,3,82.5,3,1,1,10,2,3,3,4,2,4,4,11500.834108
1453,HH17320025,HS3203000023,1,2,2,4,4,3,4,92.4,4,1,2,16,2,3,3,3,2,1,7,8323.2279549
1454,HH17320034,HS3203000032,1,2,1,1,5,4,3,211.2,3,1,1,23,2,3,5,2,2,5,5,12072.371405
1455,HH17320035,HS3203000033,1,2,1,1,6,1,5,89.1,3,1,1,23,2,3,3,2,2,2,4,12217.291509
1456,HH18320028,HS3203000035,1,2,1,1,4,3,3,82.5,3,1,1,16,2,3,3,3,2,1,5,14127.91936
1457,HH18320030,HS3203000036,1,2,1,1,5,2,3,211.2,4,1,1,13,2,1,3,2,3,5,4,12965.293207
1458,HH18320032,HS3203000037,1,2,1,2,5,4,3,52.8,2,1,1,20,2,2,3,2,2,4,3,7685.1104504
1459,HH18320034,HS3203000038,1,2,3,6,2,2,4,69.3,3,1,1,8,1,3,4,4,2,1,3,11225.105697
1460,HH18320037,HS3203000039,1,2,3,1,2,1,3,69.3,2,1,1,23,1,3,4,2,2,1,2,6406.58
1461,HH18320038,HS3203000040,1,2,2,2,2,1,3,79.2,3,1,1,16,1,3,4,3,2,3,6,10193.46
1462,HH18320039,HS3203000041,1,2,1,1,5,1,6,82.5,3,1,1,5,2,1,3,3,3,3,3,9241.7118211
1463,HH18320040,HS3203000042,1,2,1,1,6,1,4,82.5,3,1,1,14,4,3,3,3,3,3,6,12747.652252
1464,HH18320041,HS3203000043,1,2,1,1,4,1,6,102.3,3,1,2,5,2,3,3,4,3,3,4,5589.1827026
1465,HH18320042,HS3203000044,1,2,3,17,2,1,4,79.2,3,1,1,18,1,3,4,2,2,4,7,10450.55787
1466,HH11320011,HS3204000002,1,2,2,1,3,1,3,82.5,3,1,1,28,1,1,4,1,3,5,2,16409.481831
1467,HH17320037,HS3204000003,1,2,2,2,3,1,3,82.5,3,1,1,20,1,3,4,2,3,5,1,6052.54
1468,HH17320039,HS3204000013,1,2,2,3,3,1,3,82.5,3,1,1,20,1,1,4,2,2,1,5,7451.98
1469,HH17320040,HS3204000014,1,2,2,3,3,1,3,85.8,3,1,1,16,1,3,4,4,2,3,2,13051.69
1470,HH18320002,HS3204000020,1,2,2,2,3,1,3,82.5,3,1,1,20,1,1,4,1,3,5,1,3294.82
1471,HH18320043,HS3204000021,1,2,2,1,3,1,4,82.5,3,1,1,28,1,1,4,2,3,5,2,7817.46
1472,HH18320046,HS3204000022,1,2,3,15,2,1,4,66.0,2,1,1,22,2,3,3,2,2,2,4,10241.131245
1473,HH18320047,HS3204000023,1,2,3,12,2,1,4,66.0,2,1,1,22,3,3,5,2,2,1,5,10339.239671
1474,HH18320048,HS3204000024,1,2,3,12,3,1,5,66.0,2,1,1,9,1,2,3,5,2,3,3,5771.46
1475,HH18320049,HS3204000025,1,2,3,15,2,1,4,66.0,2,1,1,22,1,3,3,4,2,1,3,3134.0905246
1476,HH18320050,HS3204000026,1,2,3,15,2,1,4,66.0,3,1,1,22,1,3,3,2,3,1,3,6611.1280205
1477,HH11320015,HS3206000001,1,2,1,2,4,3,3,99.0,3,1,1,20,5,3,3,5,2,3,7,18187.28
1478,HH17320046,HS3206000002,1,2,1,1,4,1,5,82.5,3,1,1,20,2,3,3,1,3,4,2,9453.0809565
1479,HH17320047,HS3206000003,1,2,1,1,6,3,3,79.2,3,1,1,19,5,1,3,1,2,3,6,13987.765405
1480,HH12320023,HS3206000004,1,2,1,2,4,3,2,82.5,4,1,2,12,2,3,3,4,3,2,6,16143.049798
1481,HH12320024,HS3206000005,1,2,1,1,6,3,1,46.2,3,1,1,24,1,3,3,3,2,3,6,33106.485246
1482,HH18320029,HS3206000007,1,2,2,1,6,1,5,72.6,3,1,1,16,2,1,3,3,2,3,6,7311.8399104
1483,HH15320020,HS3231000005,1,2,1,1,6,3,4,85.8,3,1,1,22,2,1,3,1,2,3,3,11794.724398
1484,HH15320025,HS3231000010,1,2,1,1,6,1,6,66.0,2,1,1,24,1,3,4,1,3,1,1,16290.442988
1485,HH17320049,HS3231000012,1,2,2,1,3,3,5,82.5,3,1,1,28,1,1,4,1,3,5,1,11361.950533
1486,HH17320050,HS3231000013,1,2,3,6,3,1,6,115.5,4,1,2,16,1,3,4,4,2,1,5,19840.520431
1487,HH17320051,HS3231000014,1,2,1,1,6,1,5,89.1,3,1,1,11,2,1,3,3,3,1,4,14341.379626
1488,HH18320018,HS3231000015,1,2,3,3,3,1,5,112.2,3,1,2,17,1,3,4,2,3,5,3,10831.635128
