,id_hh,id_hs,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_tot_energy_heat
0,HH13110253,HS1101000001,1,1,3,9,2,1,4,125.4,4,1,2,14,1,3,5,5,2,1,6,15554.885
1,HH14110055,HS1101000004,1,1,2,1,5,3,3,158.4,3,1,1,15,1,3,5,4,2,1,3,14201.24
2,HH14110057,HS1101000007,1,1,1,1,5,2,3,62.7,3,1,1,10,1,3,5,1,2,5,3,13970.908639
3,HH17110001,HS1101000009,1,1,1,1,4,2,6,132.0,3,1,2,11,1,3,5,3,2,5,5,5932.0975
4,HH18110236,HS1101000011,1,1,2,3,4,2,5,99.0,3,1,2,14,1,3,5,3,2,1,4,22726.588313
5,HH18110122,HS1101000012,1,1,1,1,5,2,3,112.2,3,1,2,16,1,3,5,4,2,1,7,14151.41
6,HH18110119,HS1101000013,1,1,1,1,4,1,3,99.0,3,1,2,14,1,3,5,2,3,5,3,13754.994557
7,HH13110255,HS1102000001,1,1,2,2,5,2,4,99.0,2,1,1,10,1,3,5,4,2,1,7,7360.5185
8,HH11110023,HS1102000003,1,1,1,1,6,1,2,122.1,4,1,2,8,1,3,5,5,2,3,2,15254.70714
9,HH13110257,HS1102000004,1,1,1,1,5,2,2,102.3,2,1,1,14,1,3,5,2,3,5,1,15925.4987
10,HH18110114,HS1102000006,1,1,3,19,3,3,5,112.2,3,1,2,20,1,2,5,4,3,3,7,13590.8312
11,HH13110233,HS1103000001,1,1,3,1,4,2,4,112.2,3,1,2,14,1,3,5,6,2,4,6,16894.46
12,HH11110021,HS1103000005,1,1,1,1,5,1,2,125.4,4,1,2,13,1,3,5,4,2,1,5,22120.58
13,HH11110022,HS1103000007,1,1,1,1,5,3,3,85.8,3,1,1,13,1,3,5,2,3,3,1,20787.86
14,HH13110234,HS1103000008,1,1,3,17,3,2,4,82.5,3,1,1,12,3,3,5,4,2,1,4,9292.2285331
15,HH17110004,HS1103000012,1,1,2,3,4,1,4,66.0,2,1,1,13,1,3,5,2,2,1,7,5794.2628737
16,HH18110063,HS1103000019,1,1,2,3,3,3,4,99.0,3,1,1,10,1,3,5,4,3,3,7,22152.58
17,HH18110005,HS1103000020,1,1,1,1,5,2,4,99.0,3,1,2,10,1,3,5,4,2,1,6,19748.78
18,HH18110008,HS1103000021,1,1,1,1,4,1,4,82.5,3,1,1,24,1,3,4,2,2,3,4,9709.48
19,HH18110015,HS1103000022,1,1,1,1,4,1,4,89.1,3,1,1,10,1,1,5,2,3,3,2,19938.34
20,HH18110208,HS1103000023,1,1,2,2,3,2,6,59.4,3,1,1,9,1,3,5,2,2,1,4,9780.12
21,HH18110040,HS1104000019,1,1,1,2,5,3,4,69.3,3,1,1,18,1,3,5,4,2,1,5,14033.759
22,HH18110045,HS1104000020,1,1,1,1,5,3,5,99.0,3,1,2,18,1,3,5,4,2,1,6,12470.018
23,HH18110200,HS1104000021,1,1,2,4,5,2,5,82.5,3,1,2,17,1,3,4,4,2,1,6,10683.477564
24,HH18110052,HS1104000022,1,1,1,2,4,1,5,66.0,2,1,1,20,1,3,5,5,2,1,5,12462.7293
25,HH18110036,HS1104000023,1,1,2,0,4,3,5,66.0,2,1,1,2,1,1,4,4,2,1,5,9648.8453567
26,HH18110056,HS1104000024,1,1,1,2,4,1,4,49.5,3,1,1,12,1,3,5,3,2,1,4,10242.7415
27,HH18110081,HS1104000025,1,1,1,2,4,3,4,66.0,2,1,1,13,1,3,5,3,2,2,4,3671.4255632
28,HH18110202,HS1104000026,1,1,3,4,2,2,5,79.2,2,1,1,10,1,3,4,2,2,1,5,11548.548692
29,HH18110124,HS1104000027,1,1,1,1,5,1,4,105.6,3,1,2,12,1,3,5,3,2,1,7,12150.083201
30,HH18110201,HS1104000028,1,1,2,3,4,2,4,42.9,2,1,1,8,1,1,4,3,2,1,6,5773.819902
31,HH18110018,HS1104000029,1,1,3,1,3,4,6,82.5,3,1,2,12,1,3,5,5,2,3,5,16055.86
32,HH18110118,HS1105000021,1,1,2,0,4,2,4,82.5,3,1,2,10,1,3,5,4,2,1,7,12843.97
33,HH18110120,HS1105000022,1,1,1,2,5,1,5,132.0,4,1,1,7,1,3,4,4,2,3,6,16174.85
34,HH18110121,HS1105000023,1,1,2,5,4,3,3,132.0,3,1,2,20,1,3,5,4,2,1,7,12011.020293
35,HH18110126,HS1105000024,1,1,2,0,5,4,4,69.3,2,1,1,13,1,3,5,4,2,1,5,11071.28
36,HH18110128,HS1105000025,1,1,2,4,3,2,5,66.0,2,1,1,13,1,3,4,4,2,4,7,15115.2855
37,HH18110130,HS1105000026,1,1,2,2,3,1,3,122.1,3,1,2,16,1,3,5,4,2,3,6,14235.60714
38,HH18110003,HS1105000027,1,1,1,1,6,1,2,92.4,4,1,1,16,1,3,5,2,3,1,5,4963.9939279
39,HH18110006,HS1105000028,1,1,1,2,5,2,4,46.2,2,1,1,12,1,3,5,4,2,1,4,12437.65
40,HH18110009,HS1105000029,1,1,1,2,5,3,4,59.4,3,1,1,18,1,3,4,6,2,4,4,13085.5977
41,HH18110012,HS1105000030,1,1,1,1,4,3,2,52.8,2,1,1,13,1,3,5,4,2,3,6,7051.034
42,HH18110023,HS1105000031,1,1,1,0,4,1,3,132.0,2,1,1,8,1,1,4,2,3,5,3,9964.78
43,HH18110026,HS1105000032,1,1,2,3,4,1,4,92.4,4,1,2,18,1,3,5,4,2,3,6,42951.25
44,HH18110030,HS1105000033,1,1,2,4,3,2,6,105.6,3,1,1,7,1,3,5,3,2,1,4,8822.6732201
45,HH18110034,HS1105000034,1,1,3,6,5,2,6,75.9,3,1,2,16,1,3,4,3,2,1,5,10240.028104
46,HH18110039,HS1105000035,1,1,2,3,5,3,3,99.0,3,1,1,12,1,3,5,4,2,3,5,16116.017304
47,HH18110116,HS1105000036,1,1,2,3,4,3,5,108.9,3,1,2,6,1,3,5,4,2,1,5,14180.07
48,HH13110105,HS1106000001,1,1,3,14,3,1,6,95.7,3,1,2,16,1,3,5,5,2,1,5,12631.006083
49,HH13110107,HS1106000003,1,1,3,25,4,1,5,49.5,2,1,1,8,1,3,5,4,2,1,7,13293.491941
50,HH13110108,HS1106000004,1,1,3,3,3,1,4,108.9,3,1,2,10,1,3,5,4,2,1,4,3149.1148962
51,HH13110110,HS1106000006,1,1,3,10,2,4,5,82.5,3,1,1,10,1,3,5,4,2,1,6,8938.39
52,HH13110118,HS1106000015,1,1,3,14,3,1,5,108.9,3,1,2,12,1,3,5,4,2,1,5,12427.427914
53,HH17110013,HS1106000021,1,1,3,6,2,1,6,105.6,3,1,2,16,1,3,5,4,2,1,3,10696.08
54,HH17110014,HS1106000022,1,1,2,4,3,1,5,99.0,3,1,2,6,1,3,5,2,3,3,5,11359.8299
55,HH17110015,HS1106000023,1,1,3,1,3,3,5,108.9,3,1,2,15,1,3,5,6,2,3,5,4969.849621
56,HH17110018,HS1106000026,1,1,2,3,4,3,3,62.7,3,1,1,16,1,3,5,4,2,1,4,16039.299521
57,HH17110020,HS1106000028,1,1,3,11,3,1,5,138.6,4,1,2,18,1,3,5,4,2,1,7,19884.920684
58,HH17110023,HS1106000031,1,1,3,12,3,1,5,112.2,3,1,2,15,1,3,5,3,2,1,5,10051.74132
59,HH17110025,HS1106000033,1,1,3,10,2,1,4,138.6,4,1,2,13,1,3,5,1,3,5,2,11214.777905
60,HH18110168,HS1106000036,1,1,3,6,3,1,5,108.9,3,1,2,15,1,3,5,4,2,3,7,10713.42
61,HH18110172,HS1106000037,1,1,1,1,4,1,5,39.6,1,1,1,10,1,2,4,2,2,1,3,9220.8081943
62,HH18110174,HS1106000038,1,1,3,7,3,1,6,66.0,2,1,1,7,1,3,5,1,3,1,2,12831.42
63,HH18110175,HS1106000039,1,1,3,8,2,1,5,75.9,3,1,2,14,1,3,5,2,3,5,1,8462.4089189
64,HH18110176,HS1106000040,1,1,3,7,3,2,5,145.2,4,1,2,14,1,3,5,2,3,1,7,23158.352764
65,HH18110055,HS1106000041,1,1,3,16,2,2,4,115.5,3,1,2,14,1,3,4,4,3,4,7,11470.39
66,HH18110060,HS1106000042,1,1,3,13,2,2,5,132.0,4,1,2,15,1,3,5,4,2,3,6,12878.746542
67,HH18110062,HS1106000043,1,1,3,5,3,1,5,102.3,3,1,2,9,1,3,4,2,3,5,1,11315.184851
68,HH18110067,HS1106000044,1,1,3,8,3,1,5,135.3,4,1,2,13,1,3,4,5,2,1,7,14096.51
69,HH18110068,HS1106000045,1,1,3,15,3,2,5,112.2,3,1,2,20,1,3,5,4,2,3,6,23996.21
70,HH18110070,HS1106000046,1,1,2,4,4,3,6,79.2,3,1,1,15,1,3,4,1,3,2,4,4364.4778
71,HH18110074,HS1106000047,1,1,2,2,3,2,4,89.1,3,1,1,15,1,3,5,2,3,4,3,14556.3445
72,HH13110261,HS1107000002,1,1,2,2,4,3,5,72.6,3,1,1,16,1,3,4,5,2,1,7,15520.480638
73,HH12110028,HS1107000005,1,1,2,2,5,4,5,56.1,2,1,1,7,1,3,5,3,2,4,3,8500.2796736
74,HH13110264,HS1107000008,1,1,3,15,3,1,6,108.9,3,1,2,14,1,3,5,3,2,1,7,16877.249633
75,HH17110028,HS1107000010,1,1,2,3,5,1,3,95.7,3,1,1,8,1,3,5,3,3,4,3,12858.906083
76,HH17110030,HS1107000012,1,1,1,2,4,1,3,82.5,3,1,1,6,1,3,5,1,2,4,1,14735.733722
77,HH17110031,HS1107000013,1,1,1,1,5,2,4,49.5,2,1,1,12,1,1,5,1,2,1,2,8575.9287379
78,HH18110237,HS1107000015,1,1,3,8,3,2,5,112.2,3,1,2,18,1,3,5,3,2,4,6,7913.6669
79,HH18110076,HS1107000016,1,1,2,3,4,2,5,66.0,3,1,2,4,1,3,5,4,2,3,4,24286.207421
80,HH18110238,HS1107000017,1,1,3,1,4,1,4,105.6,3,1,2,12,1,3,5,5,2,3,6,7557.1515387
81,HH18110082,HS1107000018,1,1,2,2,4,2,6,49.5,2,1,1,3,1,3,5,5,2,1,4,15566.741817
82,HH13110179,HS1108000007,1,1,1,2,5,1,5,52.8,2,1,1,6,1,3,4,4,3,1,2,15132.73
83,HH13110180,HS1108000008,1,1,1,2,4,1,5,69.3,2,1,1,14,1,1,5,4,3,3,5,18318.03
84,HH12110015,HS1108000010,1,1,1,1,4,2,1,75.9,3,1,1,16,1,1,5,4,3,1,4,15605.6413
85,HH14110034,HS1108000013,1,1,3,7,5,1,3,59.4,2,1,1,8,1,1,4,1,3,2,1,2339.3607392
86,HH13110194,HS1108000027,1,1,3,5,2,1,5,99.0,3,1,1,6,1,3,4,4,2,1,5,11222.89
87,HH14110038,HS1108000034,1,1,1,1,6,3,1,52.8,2,1,1,4,2,3,3,2,3,2,1,18174.62
88,HH13110199,HS1108000040,1,1,3,4,3,3,5,108.9,3,1,2,8,1,3,4,4,2,3,7,10783.77
89,HH13110200,HS1108000041,1,1,3,11,2,2,5,102.3,3,1,2,20,1,3,4,4,2,1,5,3185.12
90,HH17110033,HS1108000043,1,1,1,4,5,1,5,99.0,3,1,1,27,1,3,5,2,2,1,6,22412.308105
91,HH13110190,HS1108000044,1,1,3,3,3,3,5,141.9,4,1,2,15,1,3,5,4,2,1,5,12392.24
92,HH18110041,HS1108000047,1,1,1,2,5,1,4,85.8,3,1,1,16,1,3,5,3,2,1,4,21419.69
93,HH18110203,HS1108000048,1,1,1,1,4,2,4,79.2,3,1,1,15,1,3,5,3,2,3,5,3658.465731
94,HH18110046,HS1108000049,1,1,2,2,3,1,3,79.2,2,1,1,16,1,3,4,4,2,1,6,16971.88
95,HH18110050,HS1108000050,1,1,1,3,5,1,4,99.0,3,1,1,15,1,3,5,3,2,1,4,26463.74
96,HH18110053,HS1108000051,1,1,1,1,6,1,3,66.0,3,1,1,16,1,3,4,4,2,1,5,13726.89
97,HH18110049,HS1108000052,1,1,3,7,2,3,4,79.2,3,1,1,8,1,3,5,4,2,1,6,13136.968692
98,HH18110205,HS1108000053,1,1,3,1,4,1,4,105.6,3,1,2,15,1,3,5,3,2,1,4,13358.17
99,HH18110206,HS1108000054,1,1,2,4,5,1,5,115.5,3,1,2,12,1,3,4,3,3,2,7,15915.689488
100,HH18110207,HS1108000055,1,1,1,1,5,1,5,79.2,3,1,1,15,1,3,5,2,2,3,4,3594.3313598
101,HH18110209,HS1108000056,1,1,1,1,6,4,5,79.2,3,1,1,16,1,3,5,3,2,1,4,14870.15
102,HH18110210,HS1108000057,1,1,1,1,5,3,4,66.0,2,1,1,15,1,3,5,3,2,1,4,14409.1
103,HH18110211,HS1108000058,1,1,1,2,4,1,4,92.4,3,1,1,17,1,3,4,3,2,3,6,19106.12
104,HH18110087,HS1108000059,1,1,1,1,4,1,5,82.5,2,1,1,15,1,3,5,2,3,3,3,13314.68
105,HH18110094,HS1108000060,1,1,2,2,3,1,4,79.2,3,1,1,17,1,3,4,4,2,1,5,19014.29
106,HH18110096,HS1108000061,1,1,1,2,5,4,5,108.9,3,1,1,15,1,3,5,4,2,3,7,25437.94
107,HH18110204,HS1108000062,1,1,3,6,3,3,4,92.4,3,1,1,11,1,3,5,3,3,3,6,11955.01
108,HH18110090,HS1108000063,1,1,1,1,4,1,4,82.5,2,1,1,16,1,3,5,4,2,1,4,14658.82
109,HH18110085,HS1108000064,1,1,1,2,4,2,5,79.2,3,1,1,15,1,3,5,3,2,1,6,15711.35
110,HH18110083,HS1109000011,1,1,2,2,4,4,4,92.4,3,1,1,18,1,3,5,4,2,1,5,13209.786083
111,HH18110088,HS1109000012,1,1,2,2,3,2,4,56.1,3,1,1,16,1,3,5,4,2,3,6,16260.27
112,HH18110079,HS1109000013,1,1,3,5,2,3,5,99.0,3,1,2,10,1,3,5,4,2,3,5,18541.4
113,HH18110091,HS1109000014,1,1,2,2,3,3,3,42.9,2,1,1,15,1,1,5,2,3,1,3,4304.8
114,HH14110023,HS1110000006,1,1,3,13,2,1,4,59.4,2,1,1,10,1,1,5,4,3,1,6,7703.82
115,HH14110024,HS1110000007,1,1,3,15,3,2,4,59.4,2,1,1,4,1,3,5,3,3,1,3,13441.1
116,HH17110040,HS1110000012,1,1,3,14,3,2,3,82.5,2,1,1,14,3,3,5,2,2,1,6,10628.75211
117,HH18110066,HS1110000013,1,1,3,7,2,1,5,82.5,3,1,1,8,1,3,5,4,2,1,2,10683.477564
118,HH18110164,HS1110000014,1,1,3,7,2,2,4,59.4,1,1,1,10,1,3,5,4,2,3,4,8825.505137
119,HH18110166,HS1110000015,1,1,3,16,3,2,5,112.2,3,1,2,14,1,3,4,4,2,1,5,11580.441203
120,HH18110029,HS1110000016,1,1,2,4,4,4,5,171.6,3,1,1,9,1,3,5,4,2,1,4,11771.6
121,HH18110092,HS1110000017,1,1,3,21,3,3,5,108.9,3,1,2,7,1,3,5,4,2,4,6,9563.04
122,HH18110093,HS1110000018,1,1,3,13,2,1,4,69.3,2,1,1,6,1,3,4,4,2,3,3,8510.54
123,HH18110095,HS1110000019,1,1,3,13,2,1,4,49.5,1,1,1,4,3,1,4,3,2,3,4,11136.165175
124,HH18110073,HS1110000035,1,1,3,12,3,3,4,36.3,1,1,1,18,3,1,5,1,3,4,2,3303.3657754
125,HH13110084,HS1111000002,1,1,1,3,3,1,5,82.5,3,1,1,16,1,3,4,4,2,1,6,9264.62
126,HH13110090,HS1111000008,1,1,3,2,3,2,4,69.3,2,1,1,8,3,3,4,5,2,1,6,12420.129204
127,HH17110046,HS1111000044,1,1,1,1,6,2,3,26.4,1,0,0,8,5,1,3,1,3,5,1,12413.24
128,HH17110048,HS1111000046,1,1,1,1,6,2,1,72.6,2,1,1,7,5,1,3,3,3,4,3,32897.58
129,HH17110050,HS1111000048,1,1,1,1,6,2,1,33.0,1,0,0,6,5,1,5,1,3,5,2,19246.8
130,HH17110051,HS1111000049,1,1,2,1,3,4,4,99.0,2,1,1,8,1,3,5,5,2,1,1,7672.82
131,HH17110053,HS1111000052,1,1,1,1,6,3,5,66.0,3,1,1,6,5,3,3,1,3,3,3,24198.68
132,HH17110054,HS1111000053,1,1,1,1,6,2,1,33.0,1,1,0,4,5,1,3,1,3,5,1,22967.16
133,HH17110056,HS1111000055,1,1,1,1,6,2,1,49.5,2,1,1,5,5,3,5,2,2,2,2,21745.1
134,HH17110057,HS1111000056,1,1,1,1,6,2,1,39.6,2,1,1,10,5,1,3,1,3,5,2,22301.52
135,HH18110151,HS1111000057,1,1,3,15,3,4,4,82.5,3,1,1,12,1,3,5,4,2,1,6,3593.23
136,HH18110153,HS1111000058,1,1,3,11,3,1,4,79.2,2,1,1,14,3,3,5,4,2,1,7,10691.732107
137,HH18110154,HS1111000059,1,1,3,5,2,1,4,79.2,2,1,1,13,1,3,5,4,2,1,4,12582.268692
138,HH18110155,HS1111000060,1,1,3,9,3,1,4,59.4,2,1,1,6,1,3,5,4,2,1,4,14184.329393
139,HH18110159,HS1111000061,1,1,3,12,3,3,4,59.4,2,1,1,12,1,3,5,4,2,1,4,9232.5476796
140,HH18110021,HS1111000062,1,1,3,1,3,2,4,82.5,3,1,1,8,1,3,5,4,2,3,6,16964.23364
141,HH18110025,HS1111000063,1,1,2,3,2,1,4,66.0,2,1,1,6,1,3,5,5,2,1,4,10848.545357
142,HH18110028,HS1111000064,1,1,2,1,3,3,5,59.4,3,1,1,5,1,3,5,4,2,1,4,10851.936641
143,HH18110032,HS1111000065,1,1,2,3,3,1,3,52.8,2,1,1,8,1,1,5,3,2,4,5,9876.22
144,HH18110038,HS1111000066,1,1,1,1,6,3,1,49.5,3,1,1,3,5,1,3,4,2,1,2,28843.54
145,HH18110042,HS1111000067,1,1,1,1,6,2,1,33.0,1,0,0,2,5,1,5,1,3,5,1,16384.72
146,HH18110048,HS1111000068,1,1,1,1,6,4,1,29.7,1,0,0,3,5,1,5,1,3,5,1,25812.9
147,HH18110051,HS1111000069,1,1,2,2,2,3,3,66.0,2,1,1,13,1,3,5,2,2,1,5,7273.11
148,HH18110054,HS1111000070,1,1,2,3,2,2,4,66.0,2,1,1,5,1,3,5,4,2,4,3,10279.5
149,HH18110059,HS1111000071,1,1,1,1,3,3,5,42.9,2,0,1,4,1,1,4,2,2,1,2,4827.31
150,HH18110163,HS1111000072,1,1,3,3,3,3,4,82.5,2,1,1,14,3,3,5,4,2,1,6,9140.9521101
151,HH18110098,HS1111000073,1,1,3,7,2,2,4,79.2,2,1,1,4,1,3,5,4,2,1,5,13151.7
152,HH18110099,HS1111000074,1,1,2,4,5,1,4,59.4,2,1,1,10,1,3,4,3,2,3,5,10935.43
153,HH18110101,HS1111000075,1,1,3,7,2,2,4,79.2,2,1,1,9,1,3,5,4,2,1,5,8974.6326773
154,HH18110016,HS1111000076,1,1,3,14,3,1,4,49.5,2,1,1,12,1,3,4,4,2,1,4,7393.4006955
155,HH18110158,HS1111000077,1,1,3,5,2,2,4,82.5,2,1,1,8,1,3,5,4,2,3,3,3634.39
156,HH18110103,HS1111000078,1,1,2,1,3,1,4,59.4,2,1,1,11,1,3,4,4,2,4,7,11338.696641
157,HH18110105,HS1111000079,1,1,2,2,2,4,4,99.0,2,1,1,8,1,3,5,4,2,4,7,15462.35
158,HH18110107,HS1111000080,1,1,2,1,3,2,4,59.4,3,1,2,8,1,3,5,5,2,1,4,11467.26
159,HH18110109,HS1111000081,1,1,3,8,2,3,5,82.5,3,1,1,10,1,3,5,3,2,4,4,13531.390974
160,HH18110112,HS1111000082,1,1,3,3,2,2,5,42.9,2,1,1,8,3,2,5,3,2,1,6,4933.9257754
161,HH18110235,HS1111000083,1,1,3,1,4,1,4,108.9,3,1,2,15,3,3,4,5,2,3,6,13035.39259
162,HH18110117,HS1111000084,1,1,2,4,3,1,6,66.0,3,1,1,6,1,3,5,4,2,1,4,8273.5914932
163,HH13110239,HS1112000007,1,1,3,10,3,1,6,132.0,3,1,1,16,1,3,5,4,2,1,5,14779.2
164,HH14110047,HS1112000008,1,1,1,2,5,3,4,118.8,3,1,1,18,1,3,5,4,2,1,3,13929.948562
165,HH13110240,HS1112000009,1,1,2,5,4,2,6,99.0,3,1,1,8,1,3,5,4,2,1,5,7737.0
166,HH13110241,HS1112000010,1,1,3,3,3,1,6,79.2,3,1,1,8,1,3,5,5,2,3,7,10663.74
167,HH13110242,HS1112000012,1,1,1,1,6,2,3,59.4,3,1,1,10,1,1,5,4,2,1,7,13324.79
168,HH13110244,HS1112000014,1,1,3,3,3,2,6,145.2,3,1,2,20,1,3,5,5,2,1,5,18672.89
169,HH14110049,HS1112000016,1,1,2,1,5,3,5,99.0,3,1,2,7,1,3,5,4,2,1,4,9410.2487304
170,HH13110252,HS1112000026,1,1,3,2,3,1,5,108.9,3,1,2,16,3,3,5,4,2,1,7,9445.7921946
171,HH18110104,HS1112000028,1,1,1,1,6,1,4,151.8,3,1,1,19,1,3,5,2,3,5,5,20576.12
172,HH18110227,HS1112000029,1,1,2,2,3,2,5,132.0,3,1,2,20,1,3,5,4,2,1,4,13348.73
173,HH18110228,HS1112000030,1,1,1,2,5,1,3,92.4,2,1,1,5,1,3,5,2,3,5,2,5209.99
174,HH18110108,HS1112000031,1,1,2,4,5,2,4,79.2,2,1,1,5,1,3,5,2,3,5,3,14745.67
175,HH18110229,HS1112000032,1,1,2,3,3,1,6,161.7,3,1,2,27,1,3,4,2,3,1,3,10124.06
176,HH18110111,HS1112000033,1,1,3,6,3,2,6,145.2,4,1,2,12,1,3,4,5,2,3,6,14418.86
177,HH18110230,HS1112000034,1,1,3,4,3,1,2,99.0,3,1,1,8,1,3,5,2,2,2,3,15156.04
178,HH18110231,HS1112000035,1,1,1,3,5,2,6,99.0,3,1,1,16,1,3,5,2,2,3,5,13020.93
179,HH18110232,HS1112000036,1,1,1,1,6,2,3,82.5,3,1,1,8,1,3,5,3,3,3,4,6972.32
180,HH18110233,HS1112000037,1,1,3,11,2,2,3,85.8,2,1,1,4,3,1,4,2,2,1,4,5116.0287662
181,HH18110234,HS1112000038,1,1,3,4,2,2,4,102.3,3,1,1,6,1,3,5,2,2,5,3,20477.97
182,HH18110123,HS1112000039,1,1,2,4,4,1,5,59.4,2,1,1,9,1,3,5,3,2,4,3,8913.6
183,HH18110125,HS1112000040,1,1,3,4,3,4,5,108.9,3,1,2,14,1,3,5,2,2,1,7,13247.72
184,HH18110193,HS1112000041,1,1,1,1,6,1,3,82.5,3,1,1,6,1,3,5,2,2,3,3,10243.64
185,HH14110030,HS1113000001,1,1,2,3,3,3,5,79.2,3,1,1,10,1,3,4,4,3,2,5,15709.44
186,HH13110144,HS1113000002,1,1,3,17,3,2,5,161.7,4,1,2,14,1,3,5,3,2,1,5,13772.98
187,HH13110145,HS1113000003,1,1,1,1,6,2,3,66.0,3,1,1,8,1,3,5,5,2,1,5,12744.79
188,HH13110150,HS1113000008,1,1,3,3,3,1,6,108.9,3,1,2,10,1,3,5,4,2,1,3,12158.17
189,HH18110194,HS1113000013,1,1,3,8,3,1,5,141.9,4,1,2,10,1,3,5,2,2,3,4,16321.26
190,HH18110080,HS1113000014,1,1,1,1,6,2,4,105.6,3,1,1,5,1,3,5,2,2,3,3,9011.8
191,HH13110139,HS1114000004,1,1,3,15,2,2,4,158.4,4,1,2,25,3,3,4,4,2,1,6,28907.871589
192,HH13110140,HS1114000005,1,1,3,8,2,2,5,72.6,2,1,1,14,1,3,4,2,2,1,2,3570.533704
193,HH17110062,HS1114000014,1,1,3,3,3,1,5,82.5,2,1,1,16,1,3,4,3,2,1,3,3236.48
194,HH17110063,HS1114000015,1,1,3,3,2,2,6,112.2,3,1,2,12,1,3,5,4,3,2,6,12087.767327
195,HH17110065,HS1114000017,1,1,3,35,3,2,6,108.9,3,1,2,9,1,3,5,2,2,1,5,5012.91
196,HH18110191,HS1114000018,1,1,3,7,3,2,5,105.6,3,1,2,16,1,3,5,4,2,1,7,20531.336247
197,HH18110043,HS1114000019,1,1,2,2,3,1,5,79.2,3,1,1,15,1,3,4,4,2,1,5,23823.081496
198,HH18110127,HS1114000020,1,1,3,11,2,2,6,112.2,3,1,2,16,3,3,4,3,2,1,6,19893.60964
199,HH18110129,HS1114000021,1,1,3,3,3,1,5,105.6,3,1,1,18,1,3,4,4,2,1,7,14456.13
200,HH18110221,HS1114000022,1,1,3,17,2,1,4,141.9,4,1,2,8,1,3,4,4,2,1,7,20216.200976
201,HH18110133,HS1114000023,1,1,1,3,5,1,4,49.5,2,1,1,20,1,3,5,3,3,1,2,12235.40045
202,HH13110214,HS1115000002,1,1,3,5,3,1,5,115.5,3,1,2,10,3,3,5,4,2,1,6,10669.576451
203,HH13110216,HS1115000004,1,1,3,6,2,2,3,85.8,2,1,1,10,3,3,5,4,2,1,7,10470.359918
204,HH13110217,HS1115000005,1,1,3,8,3,1,5,108.9,3,1,2,10,3,3,5,3,2,1,7,6916.7706751
205,HH13110219,HS1115000008,1,1,2,3,3,1,5,56.1,2,1,1,14,1,3,4,4,2,1,6,9916.66
206,HH13110222,HS1115000011,1,1,3,9,3,2,5,66.0,2,1,1,8,3,3,5,3,2,1,5,6703.6570238
207,HH15110009,HS1115000013,1,1,3,1,3,3,3,66.0,2,1,1,8,3,3,5,4,2,1,6,6526.8956211
208,HH17110067,HS1115000018,1,1,3,3,2,3,3,112.2,3,1,2,10,3,3,5,4,2,1,7,15590.930699
209,HH13110220,HS1115000020,1,1,3,4,2,2,4,66.0,2,1,1,8,3,3,5,4,2,1,4,6569.9584265
210,HH17110068,HS1115000021,1,1,3,12,2,1,3,89.1,3,1,1,14,3,3,5,5,2,3,6,12293.750405
211,HH17110069,HS1115000022,1,1,3,8,2,1,5,82.5,2,1,1,8,1,3,5,5,2,1,6,7411.92
212,HH13110065,HS1115000023,1,1,3,11,2,1,6,99.0,3,1,2,10,3,3,5,4,2,1,4,9668.2233476
213,HH18110097,HS1115000024,1,1,3,9,2,1,4,69.3,2,1,1,8,3,3,5,4,2,3,7,14692.066871
214,HH18110222,HS1115000025,1,1,3,3,2,1,5,138.6,4,1,2,11,1,3,5,4,2,3,3,15991.304601
215,HH18110014,HS1115000026,1,1,3,4,2,2,4,89.1,3,1,1,10,3,3,5,4,2,1,6,11448.201905
216,HH18110033,HS1115000027,1,1,1,2,4,1,5,99.0,3,1,1,18,1,3,5,4,2,3,7,11873.85
217,HH18110140,HS1115000028,1,1,3,4,2,2,5,82.5,3,1,1,8,1,3,5,3,2,1,4,5544.35
218,HH18110135,HS1115000029,1,1,3,5,3,3,3,89.1,3,1,1,8,3,3,5,3,2,3,7,8775.6398978
219,HH18110192,HS1115000030,1,1,3,1,3,2,3,82.5,2,1,1,8,3,3,5,4,2,1,7,10637.229236
220,HH18110086,HS1115000031,1,1,2,4,4,3,5,79.2,3,1,1,7,1,3,5,4,2,1,3,15439.732078
221,HH13110038,HS1116000006,1,1,1,1,6,1,4,82.5,3,1,1,8,1,3,5,2,2,1,3,12892.204797
222,HH15110003,HS1116000009,1,1,2,4,4,1,5,132.0,3,1,2,14,1,3,5,4,3,3,4,14217.556689
223,HH13110039,HS1116000010,1,1,2,4,3,1,5,112.2,3,1,2,8,1,3,5,4,2,1,3,21112.391037
224,HH17110070,HS1116000014,1,1,3,5,3,2,6,82.5,3,1,1,14,1,3,5,2,2,1,6,3215.92
225,HH17110071,HS1116000015,1,1,3,8,2,1,4,79.2,3,1,1,5,3,3,5,4,2,1,7,8532.8038034
226,HH17110072,HS1116000017,1,1,2,1,3,1,3,82.5,2,1,1,8,1,3,5,4,2,1,7,13968.43
