,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_mhh_age,num_hh_ann_incm
1990,HS3604000004,HH11360011,3,2,1,1,6,1,3,99.0,3,1,1,5,2,3,3,2,1,10504.45,45,25000000
1991,HS3604000005,HH13360005,3,2,1,1,6,1,1,79.19999999999999,3,1,2,16,2,3,3,1,5,11828.85,55,18000000
1992,HS3604000006,HH11360012,3,2,1,1,6,1,1,62.699999999999996,2,1,1,7,2,1,3,6,3,11047.87,67,25000000
1993,HS3604000007,HH11360013,3,2,1,1,6,1,5,82.5,4,1,1,6,2,1,3,5,3,12001.37,55,42000000
1994,HS3604000008,HH11360014,3,2,1,1,6,1,4,181.5,4,1,2,8,2,3,3,4,2,11050.5,55,42000000
1995,HS3604000009,HH11360015,3,2,1,1,6,1,5,108.89999999999999,4,1,1,5,2,3,3,3,5,9925.0,67,25000000
1996,HS3606000001,HH11360001,3,2,1,1,6,3,1,85.8,3,1,1,10,1,1,3,4,5,10425.6,55,12000000
1997,HS3606000002,HH11360002,3,2,1,1,6,2,2,105.6,3,1,1,5,2,1,3,4,3,10991.59,55,25000000
1998,HS3606000003,HH11360003,3,2,1,1,6,2,2,75.89999999999999,3,1,2,8,1,1,3,1,1,4094.67,35,12000000
1999,HS3606000004,HH13360003,3,2,1,1,6,2,3,33.0,1,1,1,4,2,1,3,2,3,10407.24,67,12000000
2000,HS3606000005,HH11360004,3,2,1,1,6,3,1,39.599999999999994,2,1,1,3,1,1,3,5,2,8165.3,45,12000000
2001,HS3606000006,HH11360005,3,2,1,1,6,4,1,66.0,2,1,1,8,1,1,3,1,2,3778.58,67,12000000
2002,HS3606000007,HH14360006,3,2,1,1,6,2,1,49.5,1,1,1,6,1,1,3,1,5,3847.09,67,12000000
2003,HS3606000008,HH13360004,3,2,1,1,6,1,5,42.9,2,1,1,5,2,1,3,1,1,10557.01,55,12000000
2004,HS3606000009,HH11360006,3,2,1,1,6,4,2,112.19999999999999,4,1,2,5,1,3,3,6,1,8535.79,45,54000000
2005,HS3606000010,HH11360007,3,2,1,1,6,4,1,46.199999999999996,1,1,1,3,1,1,3,2,1,6527.96,35,18000000
2006,HS3632000001,HH12360001,3,2,1,1,5,4,4,122.1,3,1,1,12,2,1,3,2,3,9702.52,67,18000000
2007,HS3632000002,HH12360002,3,2,1,1,5,4,3,59.4,2,1,1,5,2,3,3,5,3,10867.44,67,18000000
2008,HS3632000003,HH12360003,3,2,1,1,5,2,5,108.89999999999999,3,1,1,5,4,3,3,2,5,37767.1,67,12000000
2009,HS3632000004,HH13360002,3,2,1,1,6,2,1,59.4,2,1,1,12,2,1,3,1,3,9293.8,67,12000000
2010,HS3632000005,HH12360004,3,2,1,2,4,2,3,105.6,3,1,1,4,4,3,3,4,3,24084.12,55,42000000
2011,HS3632000006,HH15360001,3,2,1,1,6,1,5,79.19999999999999,3,1,1,6,5,1,5,1,5,13553.58,67,12000000
2012,HS3635000001,HH14360001,3,2,3,1,5,1,4,122.1,3,1,1,8,1,3,3,2,3,10208.94,55,25000000
2013,HS3635000002,HH13360001,3,2,3,2,4,4,4,85.8,3,1,1,8,1,3,3,4,1,5047.67,45,42000000
2014,HS3635000003,HH14360002,3,2,3,5,4,1,4,102.3,3,1,1,8,1,1,3,2,1,4170.3,55,54000000
2015,HS3635000004,HH14360003,3,2,3,6,4,1,4,122.1,3,1,1,8,1,3,3,4,1,4831.78,45,42000000
2016,HS3635000005,HH14360004,3,2,3,7,4,1,4,122.1,3,1,1,8,1,3,3,4,1,6573.1,45,54000000
2017,HS3635000006,HH14360005,3,2,3,8,4,1,4,122.1,3,1,1,8,1,1,3,2,1,4811.33,55,54000000
2018,HS3636000001,HH12360005,3,2,1,1,5,1,1,66.0,3,1,1,8,2,1,3,1,5,6707.4,67,12000000
2019,HS3636000002,HH13360009,3,2,1,1,6,2,2,46.199999999999996,2,1,1,8,2,1,3,2,3,6659.12,67,12000000
2020,HS3636000003,HH12360006,3,2,1,1,5,2,5,46.199999999999996,2,0,0,7,2,1,3,2,1,7017.6,35,18000000
2021,HS3636000004,HH13360010,3,2,1,1,6,2,1,33.0,2,1,1,4,2,3,3,2,3,9906.49,67,18000000
2022,HS3636000005,HH12360007,3,2,2,1,5,2,1,42.9,2,1,1,7,2,1,3,1,3,8656.2,67,12000000
2023,HS3636000006,HH12360008,3,2,2,1,5,2,1,33.0,1,0,1,5,2,3,3,2,3,9191.93,67,12000000
2024,HS3636000007,HH12360009,3,2,1,1,5,3,4,49.5,2,0,1,6,2,1,3,2,3,11878.3,67,18000000
2025,HS3636000008,HH12360010,3,2,1,1,5,1,1,66.0,3,1,1,8,2,1,3,2,1,9098.16,55,18000000
2026,HS3636000009,HH13360011,3,2,1,1,6,1,2,49.5,3,1,1,3,2,1,3,3,1,9343.4,67,18000000
2027,HS3636000010,HH12360011,3,2,1,1,5,1,1,42.9,2,0,1,3,2,1,3,2,3,10087.0,67,12000000
2028,HS3636000011,HH12360012,3,2,1,1,5,1,1,62.699999999999996,3,1,1,8,2,3,3,2,1,8342.68,67,18000000
2029,HS3637000001,HH11360080,3,2,1,1,6,3,4,132.0,4,1,2,16,4,3,3,2,3,18565.38,67,18000000
2030,HS3637000002,HH12360027,3,2,1,1,6,3,1,85.8,3,1,1,10,5,3,3,2,3,24907.09,67,18000000
2031,HS3637000003,HH11360081,3,2,1,1,6,2,1,42.9,2,1,1,3,2,1,3,1,3,9174.86,67,12000000
2032,HS3637000004,HH13360019,3,2,1,1,6,1,4,75.89999999999999,3,1,1,6,2,1,3,2,3,19355.4,67,25000000
2033,HS3637000005,HH11360082,3,2,1,1,6,1,1,36.3,2,1,1,3,5,3,3,2,3,18093.21,67,12000000
2034,HS3637000006,HH11360083,3,2,1,1,6,2,2,89.1,4,1,1,6,5,3,3,2,3,20296.68,67,18000000
2035,HS3637000007,HH12360028,3,2,1,1,6,3,4,39.599999999999994,1,1,1,4,2,3,3,2,3,18443.65,67,18000000
2036,HS3637000008,HH13360020,3,2,1,1,6,1,5,82.5,2,1,1,10,2,1,3,2,3,19542.3,67,18000000
2037,HS3637000009,HH12360029,3,2,1,1,6,3,1,92.39999999999999,3,1,2,6,4,1,3,2,3,18772.48,67,18000000
2038,HS3637000010,HH11360084,3,2,1,1,6,2,2,42.9,2,1,1,3,5,1,3,4,5,20390.28,45,18000000
2039,HS3637000011,HH13360021,3,2,1,1,6,3,5,99.0,2,1,1,12,2,1,3,2,3,18776.28,67,18000000
2040,HS3637000012,HH11360085,3,2,1,1,6,4,1,75.89999999999999,3,1,1,10,4,3,3,2,3,14692.01,67,18000000
2041,HS3637000013,HH14360016,3,2,1,1,6,1,1,59.4,4,0,1,4,2,3,3,1,3,16924.7,67,12000000
2042,HS3637000014,HH11360086,3,2,1,1,6,2,1,82.5,3,1,1,8,2,3,3,2,1,11417.07,55,18000000
2043,HS3637000015,HH11360087,3,2,1,1,6,2,4,75.89999999999999,3,1,2,8,2,3,3,5,1,14191.6,67,18000000
2044,HS3637000016,HH13360022,3,2,1,1,6,2,1,99.0,2,1,1,12,2,1,3,1,3,18037.85,55,25000000
2045,HS3637000017,HH11360088,3,2,1,1,6,2,5,72.6,3,1,2,8,2,1,3,2,3,16659.05,67,18000000
2046,HS3640000001,HH11360076,3,2,1,1,6,1,6,69.3,4,1,2,8,2,3,3,4,3,7097.58,67,42000000
2047,HS3640000002,HH11360077,3,2,1,1,6,2,1,56.099999999999994,2,1,1,3,2,1,3,1,1,10478.25,45,25000000
2048,HS3640000003,HH11360078,3,2,1,1,6,2,1,39.599999999999994,2,1,1,3,2,1,3,2,3,9357.27,67,12000000
2049,HS3640000004,HH11360079,3,2,1,1,6,4,4,99.0,3,1,1,4,2,1,3,3,3,10251.8,67,25000000
2050,HS3642000001,HH14360009,3,2,1,1,6,1,1,82.5,3,1,1,5,2,1,3,2,3,10658.91,45,18000000
2051,HS3642000002,HH11360041,3,2,1,1,6,4,4,95.69999999999999,3,1,2,10,2,1,3,2,5,10831.39,67,12000000
2052,HS3642000003,HH11360042,3,2,1,1,6,3,1,69.3,3,1,2,10,2,3,3,2,3,11813.75,67,12000000
2053,HS3642000004,HH11360043,3,2,1,1,6,1,2,75.89999999999999,3,1,1,8,2,3,3,2,5,10645.3,67,18000000
2054,HS3642000005,HH13360008,3,2,1,1,6,1,2,99.0,3,1,1,12,2,3,3,3,3,16527.07,55,12000000
2055,HS3642000006,HH11360044,3,2,1,1,6,3,2,79.19999999999999,3,1,2,8,2,1,3,2,5,7863.71,67,12000000
2056,HS3642000007,HH11360045,3,2,1,1,6,4,1,39.599999999999994,2,1,1,3,4,1,3,1,5,5789.83,67,12000000
2057,HS3642000008,HH11360046,3,2,1,1,6,1,1,92.39999999999999,3,1,1,10,2,1,3,2,5,8320.53,67,12000000
2058,HS3642000009,HH11360047,3,2,1,1,6,1,1,59.4,2,1,1,4,2,1,3,2,3,8309.8,67,12000000
2059,HS3642000010,HH11360048,3,2,1,1,6,4,1,89.1,3,1,2,8,2,3,3,3,3,10586.92,55,18000000
2060,HS3642000011,HH11360049,3,2,1,1,6,1,4,105.6,4,1,2,5,2,1,3,2,5,9932.51,67,25000000
2061,HS3642000012,HH11360050,3,2,1,1,6,1,4,112.19999999999999,4,1,1,5,2,3,3,2,3,15438.1,67,25000000
2062,HS3644000001,HH14360011,3,2,3,1,5,1,3,79.19999999999999,2,1,1,3,2,1,3,1,5,16317.403333,67,12000000
2063,HS3644000002,HH14360012,3,2,3,1,4,1,2,79.19999999999999,2,1,1,4,1,1,3,2,1,3584.35,55,18000000
2064,HS3644000003,HH14360013,3,2,3,3,4,1,2,79.19999999999999,2,1,1,4,1,1,3,2,1,3110.55,55,18000000
2065,HS3644000004,HH14360014,3,2,3,7,4,1,2,79.19999999999999,2,1,1,4,1,3,3,2,3,3424.96,55,25000000
2066,HS3644000005,HH14360015,3,2,3,7,4,1,2,79.19999999999999,2,1,1,4,1,1,3,2,2,3732.88,55,18000000
2067,HS3644000006,HH11360072,3,2,2,2,4,1,3,85.8,3,1,1,8,2,3,3,3,1,11495.1,45,42000000
2068,HS3644000007,HH11360073,3,2,2,2,4,4,3,99.0,4,1,2,5,2,1,3,4,3,8358.19,45,25000000
2069,HS3644000008,HH11360074,3,2,2,3,4,1,3,85.8,3,1,1,8,2,3,3,4,5,10392.57,55,25000000
2070,HS3644000009,HH11360075,3,2,2,4,4,1,3,85.8,3,1,1,10,2,1,3,3,3,10639.02,55,25000000
2071,HS3646000001,HH12360018,3,2,1,2,4,1,3,95.69999999999999,2,1,1,7,2,1,3,2,3,9409.95,67,12000000
2072,HS3646000002,HH12360019,3,2,1,1,5,4,2,99.0,3,1,2,7,2,1,3,4,1,6981.2,55,42000000
2073,HS3646000003,HH12360020,3,2,1,1,5,4,1,59.4,2,1,1,7,2,1,3,3,2,10058.75,67,12000000
2074,HS3646000004,HH12360021,3,2,1,1,5,4,4,95.69999999999999,3,1,1,7,2,1,3,4,3,8765.97,67,18000000
2075,HS3646000005,HH12360022,3,2,1,1,5,4,4,79.19999999999999,2,1,1,7,2,1,3,4,3,12936.8,67,25000000
2076,HS3646000006,HH12360023,3,2,2,1,5,4,3,46.199999999999996,2,0,1,4,2,3,3,4,3,10493.08,67,18000000
2077,HS3646000007,HH12360024,3,2,1,1,5,4,3,82.5,2,1,1,6,2,3,3,2,1,6939.02,67,12000000
2078,HS3646000008,HH12360025,3,2,2,1,5,4,2,105.6,3,1,1,7,2,1,3,5,1,9998.2,67,54000000
2079,HS3646000009,HH12360026,3,2,1,1,5,4,4,89.1,3,1,1,6,2,3,3,2,1,14385.76,45,42000000
2080,HS3701100001,HH12370036,2,2,1,1,5,3,1,85.8,3,1,1,6,2,3,3,4,3,9165.84,55,66000000
2081,HS3701100002,HH13370024,2,2,2,3,4,1,2,69.3,3,1,1,13,1,3,4,1,1,14716.84,35,25000000
2082,HS3701100003,HH16370004,2,2,2,1,5,1,3,99.0,3,1,1,8,1,3,3,3,3,5216.78,55,42000000
2083,HS3701100004,HH14370024,2,2,1,1,5,1,3,59.4,2,1,1,12,1,3,4,5,3,8065.041356,45,42000000
2084,HS3701100005,HH11370077,2,2,2,1,5,1,4,62.699999999999996,2,1,1,6,1,3,4,2,1,2990.525394,55,25000000
2085,HS3701100006,HH11370078,2,2,2,4,5,1,4,62.699999999999996,2,1,1,8,2,3,3,1,5,9633.6,67,12000000
2086,HS3701100007,HH11370079,2,2,2,2,4,2,4,62.699999999999996,2,1,1,8,1,3,4,2,1,9291.733033,67,25000000
2087,HS3701100008,HH11370080,2,2,2,3,4,2,4,62.699999999999996,2,1,1,8,1,3,4,3,5,4594.609089,55,25000000
2088,HS3701100009,HH16370005,2,2,2,1,5,1,4,49.5,2,1,1,3,1,1,4,1,2,12769.51,67,12000000
2089,HS3701100010,HH11370081,2,2,2,2,4,2,3,85.8,3,1,1,8,2,3,3,3,1,11743.73,45,25000000
2090,HS3701100011,HH11370082,2,2,1,2,4,2,4,95.69999999999999,3,1,1,18,1,3,4,4,5,10752.3,45,25000000
2091,HS3701100012,HH11370083,2,2,1,1,4,2,3,82.5,3,1,2,10,1,3,4,2,1,7013.22,35,25000000
2092,HS3701100013,HH12370037,2,2,1,1,5,2,3,82.5,3,1,2,8,1,1,4,2,1,6484.023035,55,12000000
2093,HS3701100014,HH11370084,2,2,2,1,5,1,4,49.5,2,1,1,3,1,3,4,2,1,15557.87,67,25000000
2094,HS3701100015,HH12370038,2,2,2,3,2,1,4,36.3,1,1,1,4,1,3,4,3,1,7868.8,55,25000000
2095,HS3701100016,HH14370025,2,2,2,2,3,2,2,59.4,2,1,1,10,1,3,4,2,5,8802.58,67,25000000
2096,HS3701100017,HH11370085,2,2,2,2,4,1,4,46.199999999999996,2,1,1,3,1,3,4,2,5,7551.207049,67,12000000
2097,HS3701100018,HH13370025,2,2,2,3,2,2,2,66.0,3,1,1,12,1,3,4,3,1,6350.346899,55,42000000
2098,HS3701100019,HH11370086,2,2,2,3,4,1,4,46.199999999999996,2,1,1,6,1,3,4,4,2,12390.94,55,25000000
2099,HS3701100020,HH11370087,2,2,2,2,3,1,4,72.6,3,1,2,10,1,1,4,2,5,5203.293636,67,12000000
2100,HS3701200001,HH11370088,2,2,2,1,5,1,3,69.3,3,1,1,8,2,3,3,4,5,11630.84,55,18000000
2101,HS3701200002,HH13370026,2,2,1,1,6,2,1,19.799999999999997,1,0,1,2,2,1,3,2,5,8092.39,55,12000000
2102,HS3701200003,HH12370039,2,2,1,1,5,3,2,69.3,3,1,1,8,2,1,3,1,5,7455.63,67,12000000
2103,HS3701200004,HH12370040,2,2,1,1,6,1,1,82.5,3,1,1,8,1,1,3,1,5,2554.65,67,12000000
2105,HS3701200006,HH11370089,2,2,2,1,5,1,3,46.199999999999996,2,1,1,5,1,3,3,4,5,7997.67,45,25000000
2106,HS3701200007,HH12370042,2,2,1,1,5,3,3,75.89999999999999,3,1,1,6,1,3,4,2,5,8458.3159835,55,42000000
2107,HS3701200008,HH12370043,2,2,1,1,5,3,4,72.6,2,1,1,6,4,3,3,2,3,22210.77455,67,25000000
2108,HS3701200009,HH12370044,2,2,1,1,5,3,4,85.8,3,1,1,8,2,3,3,3,1,10601.999491,67,54000000
2109,HS3701200010,HH12370045,2,2,1,1,5,3,4,79.19999999999999,2,1,1,10,2,3,3,2,1,10822.09,67,25000000
2110,HS3701200011,HH12370046,2,2,1,1,5,3,4,75.89999999999999,3,1,1,6,5,3,3,2,1,13619.06,67,18000000
2111,HS3701200012,HH12370047,2,2,1,1,5,3,4,82.5,2,1,1,8,1,3,4,1,3,23670.05,67,42000000
2112,HS3701200013,HH12370048,2,2,1,1,5,1,4,85.8,3,1,1,8,1,3,4,5,1,22518.016084,45,54000000
2113,HS3701200014,HH12370049,2,2,3,2,3,4,4,99.0,3,1,1,8,1,1,4,4,1,6242.5432,55,25000000
2114,HS3702000001,HH14370002,2,2,1,1,5,1,6,95.69999999999999,3,1,2,4,2,3,3,1,3,9151.3254042,67,25000000
2115,HS3702000002,HH12370006,2,2,3,11,4,1,4,85.8,3,1,1,8,1,3,4,3,1,10578.71,55,25000000
2116,HS3702000003,HH12370007,2,2,3,11,2,1,4,85.8,3,1,1,8,1,3,4,2,1,13189.2,55,66000000
2117,HS3702000004,HH12370008,2,2,3,12,4,1,4,85.8,3,1,1,8,1,3,4,4,3,14472.07,45,96000000
2118,HS3702000005,HH13370003,2,2,3,12,2,1,4,85.8,3,1,1,14,1,3,4,4,3,5856.91,55,42000000
2119,HS3702000006,HH13370004,2,2,3,14,4,1,4,85.8,3,1,1,8,1,3,4,5,1,14893.44,55,66000000
2120,HS3702000007,HH11370003,2,2,3,2,3,1,4,85.8,3,1,1,8,1,3,4,2,5,7824.04,67,18000000
2121,HS3702000008,HH13370005,2,2,3,2,2,1,4,85.8,3,1,1,8,1,3,4,3,3,8763.5,55,78000000
2122,HS3702000009,HH14370003,2,2,3,4,2,2,4,72.6,3,1,1,4,1,3,4,3,1,13254.07,45,54000000
2123,HS3702000010,HH13370006,2,2,3,5,2,1,4,85.8,3,1,1,14,1,3,4,4,1,13225.78,35,54000000
2124,HS3702000011,HH12370009,2,2,3,6,4,1,4,42.9,3,1,1,8,1,3,4,3,3,15174.82,55,90000000
2125,HS3702000012,HH12370010,2,2,3,8,3,1,4,85.8,3,1,1,8,1,3,4,4,1,15798.38,45,96000000
2126,HS3702000013,HH15370001,2,2,3,8,4,1,4,85.8,3,1,1,8,1,1,4,2,1,8414.63,35,42000000
2127,HS3702000014,HH14370004,2,2,3,8,4,1,4,99.0,3,1,2,8,1,3,4,4,3,6965.89,55,66000000
2128,HS3702000015,HH16370001,2,2,3,10,2,2,4,72.6,3,1,1,4,1,1,4,2,3,9608.3,55,66000000
2129,HS3702000016,HH13370007,2,2,3,12,4,1,6,125.39999999999999,4,1,2,16,1,3,4,4,1,13271.13,35,90000000
2130,HS3702000017,HH12370011,2,2,1,2,5,3,2,89.1,3,1,1,8,4,3,3,4,1,7020.03,55,78000000
2131,HS3702000018,HH13370008,2,2,3,16,2,1,4,72.6,3,1,1,14,1,3,4,2,1,11769.89,55,78000000
2132,HS3703000001,HH11370028,2,2,1,1,6,4,1,75.89999999999999,3,1,2,8,1,1,3,1,5,4359.42,67,12000000
2133,HS3703000002,HH11370029,2,2,1,1,6,1,1,72.6,4,1,2,8,2,1,3,5,5,7164.23,67,25000000
2134,HS3703000003,HH11370030,2,2,2,1,6,4,1,72.6,3,1,2,8,5,1,3,1,3,12146.99,67,12000000
2135,HS3703000004,HH13370019,2,2,2,1,5,2,5,66.0,2,1,1,10,5,1,3,1,5,31079.88,67,12000000
2136,HS3703000005,HH16370002,2,2,1,1,6,1,4,49.5,2,1,1,4,1,1,3,2,2,3326.25,67,18000000
2137,HS3703000006,HH11370031,2,2,1,1,6,1,4,82.5,3,1,1,8,2,3,3,4,1,13272.5,55,25000000
2138,HS3703000007,HH11370032,2,2,1,1,6,1,2,79.19999999999999,3,1,1,10,1,3,3,1,5,2249.8353556,67,12000000
2139,HS3704000001,HH11370055,2,2,1,1,6,1,3,82.5,4,1,1,8,5,3,3,2,3,17640.68,67,18000000
2140,HS3704000002,HH11370056,2,2,1,1,6,1,4,82.5,4,1,2,8,4,3,3,2,3,9398.73,67,12000000
2141,HS3704000003,HH15370005,2,2,1,1,6,1,3,69.3,3,1,1,10,5,1,3,3,1,23788.57,55,18000000
2142,HS3704000004,HH14370014,2,2,2,1,5,2,2,72.6,2,1,1,10,1,3,4,4,1,7305.46,55,66000000
2143,HS3704000005,HH11370057,2,2,1,1,6,1,4,79.19999999999999,3,1,1,8,4,3,3,1,5,15349.15,67,12000000
2144,HS3704000006,HH11370058,2,2,1,1,6,2,3,79.19999999999999,4,1,2,8,1,3,3,2,3,4596.18,67,18000000
2145,HS3704000007,HH11370059,2,2,1,1,6,2,3,46.199999999999996,2,1,1,6,4,3,3,3,3,18631.96,67,12000000
2146,HS3704000008,HH11370060,2,2,1,1,6,2,2,89.1,3,1,1,8,1,1,3,1,3,4206.84,55,12000000
2147,HS3704000009,HH14370015,2,2,3,2,2,3,5,82.5,3,1,1,8,1,1,4,3,1,6617.78,45,42000000
2148,HS3704000010,HH14370016,2,2,3,14,4,1,3,42.9,2,0,1,5,1,1,4,3,1,1813.33,45,18000000
2149,HS3704000011,HH15370006,2,2,1,1,6,1,6,99.0,3,1,2,8,4,3,5,4,1,20986.58,35,54000000
2150,HS3704000012,HH14370017,2,2,1,3,5,2,6,115.5,3,1,2,5,1,3,4,5,3,10097.66,45,54000000
2151,HS3704000013,HH14370018,2,2,3,11,3,2,4,79.19999999999999,3,1,1,8,1,1,4,4,1,9692.63,55,54000000
2152,HS3704000014,HH14370019,2,2,3,15,3,2,5,105.6,3,1,2,8,1,3,4,4,1,11706.99,45,25000000
2153,HS3704000015,HH16370003,2,2,1,1,6,1,2,46.199999999999996,3,1,1,6,2,3,3,2,5,14470.4,67,54000000
2154,HS3705000001,HH13370009,2,2,3,13,2,2,4,92.39999999999999,3,1,1,10,1,3,4,4,1,10062.807446,55,78000000
2155,HS3705000002,HH14370005,2,2,3,11,2,2,4,92.39999999999999,3,1,2,10,1,3,4,4,3,9819.45,67,66000000
2156,HS3705000003,HH11370004,2,2,3,4,5,3,4,62.699999999999996,2,1,1,5,1,3,4,4,3,14763.113193,55,42000000
2157,HS3705000004,HH13370010,2,2,3,13,2,2,4,92.39999999999999,3,1,1,10,1,3,4,5,1,9665.994452,55,66000000
2158,HS3705000005,HH13370011,2,2,3,5,2,2,4,92.39999999999999,3,1,1,10,1,3,4,4,1,10486.09,45,54000000
2159,HS3705000006,HH11370005,2,2,3,12,4,2,4,75.89999999999999,2,1,1,7,1,3,4,2,1,9930.558265,67,25000000
2160,HS3705000007,HH11370006,2,2,3,14,3,2,4,75.89999999999999,2,1,1,7,1,3,4,5,1,14472.190402,45,42000000
2161,HS3705000008,HH11370007,2,2,3,15,5,2,4,75.89999999999999,2,1,1,7,1,3,4,1,1,11840.58,67,25000000
2162,HS3705000009,HH11370008,2,2,3,6,2,2,4,75.89999999999999,2,1,1,7,1,1,4,2,1,8239.973961,67,25000000
2163,HS3705000010,HH11370009,2,2,3,10,2,2,4,75.89999999999999,2,1,1,7,1,3,4,3,3,13249.211563,35,25000000
2164,HS3705000011,HH11370010,2,2,3,2,2,3,3,62.699999999999996,2,1,1,5,1,3,4,4,1,12368.010324,45,42000000
2165,HS3705000012,HH11370011,2,2,3,1,5,3,3,62.699999999999996,2,1,1,5,1,1,4,1,5,3088.7800437,67,12000000
2166,HS3705000013,HH11370012,2,2,3,1,5,3,3,62.699999999999996,2,1,1,5,1,1,4,1,1,10483.59,35,25000000
2167,HS3705000014,HH11370013,2,2,3,2,4,3,3,62.699999999999996,2,1,1,5,1,3,4,1,3,4576.401657,55,25000000
2168,HS3705000015,HH14370006,2,2,3,2,3,2,5,26.4,1,0,1,4,1,3,4,3,1,12118.626026,45,66000000
2169,HS3705000016,HH15370002,2,2,1,2,5,2,5,49.5,2,1,1,4,1,3,4,3,1,11411.78,45,42000000
2170,HS3705000017,HH14370007,2,2,2,2,2,2,5,82.5,3,1,1,8,1,3,4,4,1,14574.28,55,54000000
2171,HS3705000018,HH11370014,2,2,3,11,2,1,5,135.29999999999998,4,1,2,8,1,3,4,4,3,11827.060611,45,66000000
2172,HS3705000019,HH11370015,2,2,3,4,4,1,5,135.29999999999998,4,1,2,8,1,3,4,5,1,10764.57,45,66000000
2173,HS3705000020,HH11370016,2,2,3,6,4,1,5,135.29999999999998,4,1,2,8,1,3,4,5,3,13726.559292,35,66000000
2174,HS3705000021,HH13370012,2,2,2,1,6,1,1,85.8,2,1,1,8,2,1,3,1,3,5717.07,67,12000000
2175,HS3705000022,HH15370003,2,2,3,3,2,1,6,82.5,3,1,1,6,1,3,4,4,1,15909.53,45,54000000
2176,HS3705000023,HH12370012,2,2,1,2,5,3,1,72.6,2,1,1,7,5,1,3,1,5,18840.72,67,12000000
2177,HS3705000024,HH12370013,2,2,1,1,5,3,2,49.5,2,0,0,6,5,1,3,1,5,13485.15,67,12000000
2178,HS3705000025,HH12370014,2,2,1,2,5,3,4,92.39999999999999,3,1,1,7,1,3,4,2,1,10111.898115,45,18000000
2179,HS3705000026,HH12370015,2,2,1,2,5,3,2,92.39999999999999,3,1,1,6,1,3,4,3,1,15921.000068,55,12000000
2180,HS3705000027,HH12370016,2,2,1,2,5,3,2,125.39999999999999,3,1,1,7,1,3,4,4,1,16602.23,55,18000000
2181,HS3705000028,HH14370008,2,2,1,1,5,2,1,148.5,3,1,1,0,1,1,4,1,5,6042.51,67,12000000
2182,HS3705000029,HH13370013,2,2,1,1,5,1,1,66.0,2,1,1,8,2,1,3,4,3,13578.73,45,18000000
2183,HS3705000030,HH14370009,2,2,1,2,5,1,2,82.5,3,1,1,10,2,3,3,4,3,9469.7,55,78000000
2184,HS3705000031,HH13370014,2,2,1,1,6,2,3,99.0,3,1,1,14,2,1,3,1,3,5533.5,67,12000000
2185,HS3705000032,HH13370015,2,2,1,1,6,2,3,99.0,3,1,1,12,1,3,4,1,5,3371.634447,67,12000000
2186,HS3705000033,HH14370010,2,2,1,1,6,1,2,82.5,3,1,1,8,1,3,4,5,1,10630.99,55,25000000
2187,HS3705000034,HH12370017,2,2,1,2,5,3,4,69.3,2,1,1,8,1,3,4,2,1,4742.697638,67,18000000
2188,HS3705000035,HH11370017,2,2,3,15,5,1,4,82.5,3,1,1,7,1,3,4,4,1,11505.632302,55,42000000
2189,HS3705000036,HH11370018,2,2,3,3,4,1,4,82.5,3,1,1,7,1,1,4,4,5,13265.81,45,25000000
2190,HS3705000037,HH11370019,2,2,3,5,2,1,4,82.5,3,1,1,7,1,3,4,4,1,9657.01,35,42000000
2191,HS3705000038,HH11370020,2,2,3,7,2,1,4,82.5,3,1,1,7,1,3,4,3,1,16203.49708,45,54000000
2192,HS3705000039,HH15370004,2,2,1,2,2,3,4,79.19999999999999,3,1,1,6,1,3,4,3,3,13285.25,55,66000000
2193,HS3705000040,HH14370011,2,2,3,2,3,1,3,52.8,2,1,1,8,1,3,4,3,3,11346.981262,45,25000000
2194,HS3705000041,HH13370016,2,2,1,2,5,1,4,49.5,2,1,1,6,1,1,4,2,3,10717.593698,67,18000000
2195,HS3705000042,HH13370017,2,2,2,1,5,2,4,49.5,1,1,1,6,1,3,4,3,3,13963.23,67,25000000
2196,HS3705000043,HH13370018,2,2,3,8,2,2,5,79.19999999999999,3,1,1,6,1,3,4,2,3,8133.19,67,25000000
2197,HS3705000044,HH11370021,2,2,3,9,5,3,3,62.699999999999996,2,1,1,5,1,3,4,4,1,13682.970756,35,25000000
2198,HS3705000045,HH11370022,2,2,2,2,3,3,4,95.69999999999999,4,1,2,8,1,3,4,2,5,4178.853733,55,42000000
2199,HS3705000046,HH11370023,2,2,1,1,5,3,5,75.89999999999999,3,1,2,6,1,3,4,2,5,17252.49,45,25000000
2200,HS3705000047,HH11370024,2,2,2,1,2,2,5,89.1,3,1,2,10,1,3,4,3,5,12996.090802,67,25000000
2201,HS3705000048,HH11370025,2,2,2,1,5,3,5,75.89999999999999,3,1,2,10,1,3,4,2,1,24594.9,35,42000000
2202,HS3705000049,HH11370026,2,2,2,1,4,3,5,85.8,3,1,2,8,1,3,4,3,1,14541.414675,35,42000000
2203,HS3705000050,HH11370027,2,2,2,3,5,3,5,75.89999999999999,3,1,1,8,1,3,4,4,3,16669.825885,45,96000000
