,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_tot_energy_heat
541,HS2113000001,HH12210023,3,1,1,1,4,3,2,33.0,1,0,1,3,2,1,3,2,2,1,3,4627.36
542,HS2113000002,HH12210024,3,1,1,1,5,3,4,39.599999999999994,1,1,0,3,2,1,3,1,2,1,1,6630.73
543,HS2113000003,HH12210025,3,1,1,2,5,1,3,112.19999999999999,4,1,1,4,2,3,5,3,2,1,3,9469.24
544,HS2113000004,HH11210042,3,1,1,1,5,2,4,118.8,3,1,2,4,1,3,5,2,3,5,2,8532.6167323
545,HS2114000001,HH11210035,3,1,1,1,5,4,3,92.39999999999999,4,1,2,10,1,3,4,2,3,5,2,8472.3363031
546,HS2114000002,HH11210036,3,1,2,1,5,1,5,79.19999999999999,3,1,2,7,1,3,4,4,2,1,4,9602.2944872
547,HS2114000003,HH11210037,3,1,2,3,4,1,5,79.19999999999999,3,1,2,7,1,1,4,3,2,1,4,11093.16143
548,HS2114000004,HH11210038,3,1,2,4,5,1,5,79.19999999999999,3,1,2,7,1,3,4,5,2,1,4,10959.253965
549,HS2114000005,HH11210039,3,1,2,2,4,1,5,79.19999999999999,3,1,2,23,1,1,4,2,3,5,2,9181.2380059
550,HS2114000006,HH11210040,3,1,2,1,5,2,1,135.29999999999998,4,1,2,7,2,1,3,3,3,1,3,10440.12
551,HS2114000007,HH15210011,3,1,1,2,5,1,3,66.0,2,1,1,10,2,1,3,3,2,1,3,6352.68
552,HS2114000008,HH13210031,3,1,2,3,4,2,6,148.5,3,1,2,18,1,3,4,4,2,1,3,7752.88
553,HS2114000009,HH11210041,3,1,2,1,5,2,3,115.5,4,1,1,6,2,1,3,2,2,1,4,10039.82
554,HS2115000001,HH13210027,3,1,3,6,4,1,3,92.39999999999999,3,1,1,8,1,1,4,4,2,1,5,7969.5142907
555,HS2115000002,HH12210022,3,1,1,2,4,3,2,33.0,1,0,1,3,2,3,3,4,2,1,3,10042.211535
556,HS2115000003,HH13210028,3,1,3,20,4,3,4,82.5,2,1,1,12,1,3,4,4,2,1,5,7713.8637104
557,HS2115000004,HH13210029,3,1,3,22,4,3,4,82.5,2,1,1,15,1,3,4,3,2,2,3,9113.6417952
558,HS2115000005,HH13210030,3,1,3,1,6,1,4,105.6,3,1,1,10,2,3,3,2,2,1,5,10324.240433
559,HS2131000001,HH11210009,3,1,3,2,5,2,3,46.199999999999996,1,1,1,6,1,1,4,1,3,5,1,4880.5212345
560,HS2201000001,HH13220047,3,1,3,7,2,1,5,95.69999999999999,3,1,1,8,1,3,4,2,2,3,4,7108.37
561,HS2201000002,HH13220048,3,1,1,1,5,3,2,59.4,2,1,1,6,2,3,3,4,2,3,6,9854.63
562,HS2201000003,HH13220049,3,1,1,1,5,3,4,79.19999999999999,3,1,2,7,1,3,4,4,2,1,2,10178.28
563,HS2201000004,HH13220050,3,1,1,1,6,2,1,59.4,2,1,1,6,2,3,3,5,2,3,4,6445.18
564,HS2201000005,HH14220014,3,1,2,2,5,2,2,59.4,2,1,1,6,2,3,3,4,2,1,4,11368.15
565,HS2201000006,HH13220051,3,1,3,5,5,1,5,92.39999999999999,3,1,1,7,1,3,4,2,2,3,4,9436.96
566,HS2201000007,HH13220052,3,1,1,4,5,2,6,105.6,3,1,2,7,1,3,4,3,2,3,5,8053.6315168
567,HS2202000001,HH12220008,3,1,2,1,5,2,3,33.0,1,1,0,3,2,1,3,3,3,1,4,8665.33
568,HS2202000002,HH12220009,3,1,1,1,5,2,4,59.4,2,1,1,6,1,1,4,3,2,5,2,10451.79
569,HS2202000003,HH13220024,3,1,3,1,5,1,5,85.8,3,1,1,10,1,3,4,4,2,3,6,13802.81
570,HS2202000004,HH13220025,3,1,3,3,2,1,5,95.69999999999999,3,1,1,10,1,3,4,4,2,3,4,13613.91
571,HS2202000005,HH12220010,3,1,1,1,5,2,3,92.39999999999999,3,1,1,10,2,3,3,3,3,3,3,8792.63
572,HS2202000006,HH12220011,3,1,2,1,5,3,3,115.5,4,1,1,6,2,3,3,4,2,2,5,9481.95
573,HS2202000007,HH11220017,3,1,1,1,5,3,3,165.0,3,1,2,23,2,3,3,5,2,1,6,12565.2
574,HS2202000008,HH13220026,3,1,2,2,5,1,3,125.39999999999999,3,1,1,8,2,3,3,4,2,3,6,10575.96
575,HS2202000009,HH12220012,3,1,2,2,4,3,3,105.6,4,1,2,6,2,3,3,3,3,3,3,9598.81
576,HS2202000010,HH13220027,3,1,2,1,6,3,3,66.0,2,1,1,8,2,3,3,3,2,3,4,17255.26
577,HS2202000011,HH13220028,3,1,3,14,4,1,4,108.89999999999999,3,1,2,12,1,1,4,3,2,1,7,15701.07
578,HS2202000012,HH13220029,3,1,3,12,2,1,4,108.89999999999999,3,1,2,13,1,3,4,3,3,5,5,11857.821999
579,HS2202000013,HH12220013,3,1,2,1,5,2,2,75.89999999999999,3,1,1,8,2,3,3,2,2,1,4,7764.08
580,HS2202000014,HH13220030,3,1,3,10,3,2,5,122.1,3,1,2,14,1,3,4,4,2,1,6,9434.24
581,HS2203000001,HH12220019,3,1,1,1,5,2,4,56.099999999999994,2,1,1,4,1,3,4,2,2,1,4,10832.627289
582,HS2203000002,HH11220020,3,1,3,3,2,1,3,89.1,3,1,1,9,1,3,4,2,2,3,4,8430.62
583,HS2203000003,HH11220021,3,1,3,3,2,1,3,89.1,3,1,1,9,1,1,4,5,2,5,4,8944.26
584,HS2203000004,HH11220022,3,1,3,4,4,1,3,89.1,3,1,1,9,1,3,4,3,2,1,3,14581.79
585,HS2203000005,HH12220020,3,1,3,5,4,1,3,89.1,3,1,1,6,1,1,4,4,2,1,3,17177.93
586,HS2203000006,HH13220035,3,1,2,1,5,1,4,141.9,3,1,2,14,2,3,3,2,2,3,3,7517.76
587,HS2203000007,HH14220010,3,1,1,1,6,2,1,56.099999999999994,3,1,1,5,5,1,3,2,3,5,1,16489.15
588,HS2203000008,HH14220011,3,1,1,1,6,1,1,49.5,2,1,1,6,5,1,3,2,2,1,2,8929.88
589,HS2203000009,HH13220036,3,1,2,4,5,1,4,75.89999999999999,2,1,1,25,1,3,4,2,2,4,6,11830.09271
590,HS2203000010,HH12220021,3,1,1,1,6,2,2,82.5,3,1,1,7,1,3,4,5,2,1,2,14599.34
591,HS2203000011,HH11220023,3,1,1,1,5,1,3,89.1,3,1,1,10,1,3,4,4,2,5,4,6900.51
592,HS2203000012,HH11220024,3,1,1,2,5,1,2,118.8,3,1,2,7,1,3,4,4,3,5,4,6244.65
593,HS2203000013,HH13220037,3,1,2,2,5,2,2,39.599999999999994,1,1,0,7,1,3,4,3,2,1,4,13346.23
594,HS2203000014,HH13220038,3,1,1,2,5,1,3,79.19999999999999,3,1,1,12,1,3,4,4,2,1,4,9147.47
595,HS2203000015,HH13220039,3,1,2,2,4,1,4,59.4,2,1,1,8,2,3,3,2,2,1,4,9527.35
597,HS2204000001,HH13220001,3,1,3,8,5,2,5,141.9,4,1,2,22,1,1,4,5,2,1,5,13923.91
598,HS2204000002,HH11220001,3,1,1,2,3,4,3,79.19999999999999,3,1,2,10,1,1,4,2,2,1,3,5389.8320322
599,HS2204000003,HH11220002,3,1,2,2,5,4,3,92.39999999999999,3,1,1,8,1,3,4,5,2,3,4,6579.25
600,HS2204000004,HH11220003,3,1,1,1,5,4,3,89.1,3,1,2,10,1,3,4,2,2,1,3,5274.64
601,HS2204000005,HH13220002,3,1,1,1,6,1,3,85.8,2,1,1,10,2,3,3,2,2,1,3,9006.05
602,HS2204000006,HH13220003,3,1,1,1,6,3,2,66.0,2,1,1,8,2,3,3,4,2,3,5,10893.33
603,HS2204000007,HH13220004,3,1,1,2,5,3,1,105.6,3,1,1,7,4,3,5,3,2,1,6,19301.84
604,HS2204000008,HH11220004,3,1,3,2,3,2,2,125.39999999999999,3,1,1,4,1,3,4,2,2,1,5,11309.97
605,HS2204000009,HH12220001,3,1,3,3,3,2,2,108.89999999999999,3,1,1,5,1,3,4,3,2,3,5,7386.25
606,HS2204000010,HH13220005,3,1,3,4,5,3,1,79.19999999999999,3,1,1,14,1,3,4,6,2,1,5,16780.7
607,HS2204000011,HH11220005,3,1,2,1,3,4,2,49.5,1,1,1,3,2,3,3,2,2,1,3,7680.64
608,HS2204000012,HH11220006,3,1,2,2,3,4,4,49.5,2,1,1,8,1,3,4,4,2,1,3,7068.37
609,HS2204000013,HH11220007,3,1,2,2,3,4,4,75.89999999999999,3,1,1,10,1,3,4,3,2,1,3,6035.45
610,HS2204000014,HH11220008,3,1,1,1,5,4,2,75.89999999999999,3,1,2,8,2,1,3,3,3,5,2,12483.19
611,HS2204000015,HH11220009,3,1,1,2,3,2,3,82.5,4,1,1,8,1,3,4,3,2,1,4,12124.88
612,HS2204000016,HH13220006,3,1,1,1,5,3,1,49.5,2,1,1,7,1,3,4,3,2,2,1,6703.32
613,HS2204000017,HH13220007,3,1,1,1,5,3,3,141.9,4,1,2,15,2,3,3,4,2,2,6,9291.26
614,HS2204000018,HH13220008,3,1,1,1,5,1,4,75.89999999999999,2,1,1,13,1,3,4,2,3,5,6,7633.95
615,HS2204000019,HH14220001,3,1,2,2,4,1,2,82.5,3,1,1,12,2,3,3,5,2,3,4,13830.54
616,HS2204000020,HH11220010,3,1,3,18,4,3,4,75.89999999999999,2,1,1,8,1,3,4,2,2,3,4,10050.735419
617,HS2205000001,HH12220014,3,1,3,7,2,2,4,46.199999999999996,2,1,1,5,1,1,4,2,2,1,4,12793.944188
618,HS2205000002,HH12220015,3,1,2,1,5,4,4,52.8,2,1,1,6,1,3,4,2,2,1,5,13539.4
619,HS2205000003,HH15220001,3,1,3,1,2,3,3,49.5,3,1,1,4,1,3,4,3,2,3,6,9613.0118943
620,HS2205000004,HH11220018,3,1,3,4,4,3,3,49.5,2,1,1,5,1,3,4,3,2,1,4,10243.23
621,HS2205000005,HH12220016,3,1,3,4,3,3,3,49.5,2,1,1,4,1,1,4,2,2,1,4,6057.45
622,HS2205000006,HH13220031,3,1,3,5,5,2,3,42.9,2,1,1,8,1,3,4,1,2,1,3,17155.926056
623,HS2205000007,HH13220032,3,1,3,2,5,2,4,49.5,2,1,1,8,1,3,4,4,2,1,6,9176.99271
624,HS2205000008,HH12220017,3,1,3,3,3,2,5,122.1,3,1,2,9,1,3,4,3,2,3,6,6534.0
625,HS2205000009,HH11220019,3,1,1,1,5,3,3,42.9,2,1,1,4,1,1,4,2,3,5,1,7080.0821829
626,HS2205000010,HH15220002,3,1,1,1,2,1,1,141.9,3,1,1,8,1,3,4,4,2,1,6,12621.259747
627,HS2205000011,HH14220008,3,1,1,2,5,1,4,39.599999999999994,2,1,1,7,1,3,4,4,2,3,6,12050.12
628,HS2205000012,HH12220018,3,1,1,2,5,3,3,89.1,3,1,1,8,2,3,3,4,2,3,5,13723.11
629,HS2205000013,HH14220009,3,1,1,2,4,2,4,82.5,3,1,1,10,1,3,4,5,2,1,6,9414.1129655
630,HS2205000014,HH15220003,3,1,1,1,6,4,4,82.5,2,1,2,4,4,3,3,4,2,1,5,14282.01
631,HS2205000015,HH13220033,3,1,3,16,3,1,4,108.89999999999999,3,1,2,18,1,1,4,1,3,5,1,9707.68
632,HS2205000016,HH13220034,3,1,3,9,2,3,4,125.39999999999999,3,1,2,6,1,1,4,4,2,3,7,14861.064456
633,HS2206000001,HH13220040,3,1,2,5,5,1,5,59.4,2,1,1,4,1,3,4,2,2,3,4,15941.205102
634,HS2206000002,HH13220041,3,1,3,16,4,3,5,112.19999999999999,3,1,2,14,1,3,4,4,2,1,5,15587.203998
635,HS2206000003,HH14220012,3,1,1,1,6,3,4,99.0,3,1,2,8,1,3,4,2,2,3,5,18927.67
636,HS2206000004,HH13220042,3,1,3,14,4,2,5,158.39999999999998,4,1,2,16,1,3,4,5,2,3,7,18882.76
637,HS2206000005,HH13220043,3,1,1,1,5,1,3,132.0,4,1,2,14,2,3,4,4,2,3,5,13856.387731
638,HS2206000006,HH16220001,3,1,1,2,5,1,2,82.5,3,1,1,9,2,3,3,4,3,3,6,9390.44
639,HS2206000007,HH11220025,3,1,1,1,5,3,2,79.19999999999999,3,1,2,8,1,3,4,3,2,1,4,5068.72
640,HS2206000008,HH11220026,3,1,1,1,5,1,2,148.5,4,1,2,7,1,3,4,3,2,1,6,15370.44
641,HS2206000009,HH14220013,3,1,2,1,5,2,5,82.5,3,1,2,12,1,3,4,4,2,1,4,15452.07
642,HS2206000010,HH12220022,3,1,1,1,5,3,2,82.5,3,1,1,8,1,3,4,4,2,1,4,9952.08
643,HS2206000011,HH11220027,3,1,2,2,5,3,2,82.5,4,1,1,6,1,3,4,2,2,1,4,9339.14
644,HS2206000012,HH13220044,3,1,2,1,5,1,1,49.5,1,1,1,6,2,3,3,1,2,2,3,8590.48
645,HS2206000013,HH13220045,3,1,2,4,5,2,5,99.0,4,1,2,8,1,3,4,4,2,1,7,19976.38
646,HS2206000014,HH13220046,3,1,2,2,2,2,4,82.5,3,1,1,6,1,3,4,4,2,3,1,8481.31286
647,HS2207000001,HH13220009,3,1,3,10,2,1,4,105.6,3,1,2,12,3,3,4,3,2,3,4,9657.5541643
648,HS2207000002,HH13220010,3,1,3,12,2,1,4,105.6,3,1,2,12,3,3,4,4,3,3,5,13492.810995
649,HS2207000003,HH13220011,3,1,3,13,2,1,4,105.6,3,1,2,12,3,3,4,2,3,5,4,10626.409075
650,HS2207000004,HH13220012,3,1,3,16,2,1,4,105.6,3,1,2,12,3,3,4,5,2,1,4,11818.292035
651,HS2207000005,HH13220013,3,1,3,20,5,1,4,105.6,3,1,2,12,3,3,4,3,2,1,5,5828.1469206
652,HS2207000006,HH13220014,3,1,3,7,2,1,4,105.6,3,1,2,12,3,3,4,3,3,5,3,10052.216371
653,HS2207000007,HH13220015,3,1,3,9,2,3,4,52.8,2,0,1,5,3,3,4,5,2,1,3,13133.859335
654,HS2207000008,HH13220016,3,1,3,5,2,1,4,79.19999999999999,3,1,1,10,3,3,4,1,3,5,2,5836.4798144
655,HS2207000009,HH13220017,3,1,3,15,5,1,4,79.19999999999999,3,1,1,10,3,1,4,2,3,4,6,3905.6871677
656,HS2207000010,HH11220011,3,1,3,20,5,2,6,85.8,3,1,2,7,1,3,4,4,2,3,6,3976.58
657,HS2207000011,HH14220002,3,1,3,20,5,2,5,108.89999999999999,3,1,2,10,1,3,4,4,2,3,6,21463.06
658,HS2207000012,HH13220018,3,1,1,1,6,1,2,99.0,4,1,1,10,2,3,3,5,3,5,4,9070.53
659,HS2207000013,HH11220012,3,1,3,9,4,1,5,99.0,3,1,2,7,3,3,4,3,2,1,4,18111.043293
660,HS2207000014,HH13220019,3,1,3,16,4,2,5,108.89999999999999,3,1,2,11,3,3,4,4,2,1,6,8484.94
661,HS2207000015,HH12220002,3,1,3,13,4,1,4,85.8,3,1,1,6,1,3,4,2,3,5,2,6268.0473928
662,HS2207000016,HH12220003,3,1,3,1,2,1,4,105.6,3,1,2,14,1,3,4,2,3,5,3,10138.921998
663,HS2207000017,HH13220020,3,1,3,11,2,1,4,105.6,3,1,2,12,1,3,4,4,2,3,6,16125.032699
664,HS2207000018,HH13220021,3,1,3,7,3,1,4,105.6,3,1,2,16,1,3,4,3,2,1,7,12408.79
665,HS2207000019,HH14220003,3,1,1,1,5,1,4,198.0,3,1,2,12,1,3,4,3,2,3,7,18415.308968
666,HS2207000020,HH14220004,3,1,3,3,3,1,3,79.19999999999999,3,1,1,10,1,3,4,4,2,3,7,9403.0265432
667,HS2207000021,HH13220022,3,1,3,8,4,1,4,105.6,3,1,2,14,1,3,4,3,3,1,7,6938.21
668,HS2207000022,HH12220004,3,1,1,2,5,3,3,115.5,4,1,1,6,1,3,4,2,3,5,4,15671.26
669,HS2207000023,HH12220005,3,1,1,1,4,1,3,42.9,2,1,1,6,2,3,3,1,2,1,3,7365.27
670,HS2207000024,HH14220005,3,1,3,2,3,3,5,105.6,3,1,2,10,3,3,4,4,2,1,4,6094.3905348
671,HS2207000025,HH12220006,3,1,1,1,5,2,3,59.4,2,1,1,6,1,1,4,2,2,3,4,10856.125402
672,HS2207000026,HH12220007,3,1,1,2,4,2,5,49.5,3,1,1,8,1,3,4,2,2,1,2,9178.37
673,HS2207000027,HH14220006,3,1,1,4,5,2,5,165.0,4,1,2,20,1,1,4,4,2,1,3,14875.643655
674,HS2207000028,HH11220013,3,1,3,11,2,1,4,115.5,3,1,1,9,3,3,4,3,3,1,7,5912.9819476
675,HS2207000029,HH11220014,3,1,3,16,3,1,5,108.89999999999999,3,1,1,8,3,1,4,2,2,4,7,5037.0923415
676,HS2207000030,HH13220023,3,1,3,15,2,1,5,105.6,3,1,2,10,1,3,4,4,2,3,4,14669.09
677,HS2207000031,HH14220007,3,1,3,10,5,1,6,161.7,4,1,2,13,1,3,5,3,2,1,3,11211.620717
678,HS2231000001,HH11220015,3,1,3,1,5,3,4,75.89999999999999,2,1,1,8,1,3,4,4,2,3,5,8089.35
679,HS2231000002,HH11220016,3,1,3,2,2,3,4,75.89999999999999,2,1,1,8,1,1,4,2,3,3,2,3819.27
680,HS2301000001,HH13230043,1,1,3,2,3,2,6,79.19999999999999,3,1,2,12,3,1,4,2,2,5,6,5570.9
681,HS2302000001,HH11230016,1,1,2,1,5,2,1,95.69999999999999,4,1,1,8,1,1,4,5,3,1,4,16828.15
682,HS2302000002,HH11230017,1,1,1,1,5,2,5,66.0,2,1,1,8,1,3,4,4,3,1,2,14369.89
683,HS2302000003,HH11230018,1,1,1,2,5,2,3,108.89999999999999,4,1,2,5,1,3,4,3,2,1,3,22797.97
684,HS2302000004,HH11230019,1,1,1,1,5,2,1,42.9,2,1,1,5,1,3,4,4,3,1,3,11730.63
685,HS2302000005,HH11230020,1,1,1,1,5,2,1,39.599999999999994,2,1,1,3,1,3,4,2,3,1,1,11122.44
686,HS2302000006,HH11230021,1,1,1,1,5,2,1,66.0,2,1,1,8,1,1,4,3,2,1,3,11544.59
687,HS2302000007,HH11230022,1,1,3,10,4,3,3,56.099999999999994,2,1,1,9,1,1,4,3,2,2,3,14096.571568
688,HS2302000008,HH11230023,1,1,3,11,4,3,3,56.099999999999994,2,1,1,9,1,1,4,2,2,1,1,12554.09
689,HS2302000009,HH11230024,1,1,3,11,4,3,3,56.099999999999994,2,1,1,9,1,3,4,3,2,1,2,7764.752596
690,HS2302000010,HH11230025,1,1,3,1,5,2,5,128.7,4,1,2,5,1,3,4,4,2,1,4,11351.757805
691,HS2302000011,HH12230010,1,1,2,2,5,4,5,122.1,3,1,1,7,1,3,4,4,2,1,3,13655.26
692,HS2303000001,HH14230001,1,1,2,2,5,1,5,69.3,3,1,1,6,1,1,4,1,2,1,3,12962.306673
693,HS2303000002,HH11230006,1,1,2,2,5,1,2,49.5,1,1,1,3,2,3,3,4,2,1,3,10180.06
694,HS2303000003,HH13230002,1,1,3,2,2,2,5,105.6,3,1,2,22,1,3,4,2,2,1,5,16742.306557
695,HS2303000004,HH13230003,1,1,3,8,4,1,6,99.0,3,1,2,16,1,3,4,3,2,1,3,12455.729919
696,HS2303000005,HH11230007,1,1,2,1,5,3,5,42.9,2,1,1,8,1,1,4,3,2,5,2,5421.1237
697,HS2303000006,HH14230002,1,1,1,1,6,2,1,69.3,2,1,1,6,1,3,4,3,2,1,3,14570.62
698,HS2303000007,HH11230008,1,1,1,1,6,3,1,66.0,2,1,1,6,2,1,3,4,2,5,1,9086.6
699,HS2303000008,HH12230002,1,1,1,2,5,3,4,105.6,4,1,1,5,1,3,4,5,2,1,3,12926.43
700,HS2303000009,HH11230009,1,1,1,1,5,4,3,95.69999999999999,3,1,2,8,1,1,4,1,2,1,2,10590.03
701,HS2303000010,HH11230010,1,1,1,1,5,4,2,62.699999999999996,2,1,1,18,1,1,4,2,3,1,2,16226.43
702,HS2303000011,HH14230003,1,1,1,1,6,2,1,59.4,3,1,1,6,1,1,4,2,3,5,2,16719.43
703,HS2303000012,HH11230011,1,1,1,1,6,3,4,85.8,3,1,2,10,1,3,4,2,3,5,1,11458.1
704,HS2303000013,HH11230012,1,1,2,3,4,3,6,52.8,2,1,1,3,1,1,4,4,2,5,1,11563.477572
705,HS2303000014,HH11230013,1,1,3,2,3,3,5,42.9,1,1,1,3,1,1,4,1,3,5,1,11793.12058
706,HS2304000001,HH13230042,1,1,3,6,4,2,5,108.89999999999999,3,1,2,12,3,3,4,3,2,1,7,10033.343365
707,HS2304000002,HH11230038,1,1,1,1,5,2,1,69.3,4,1,1,8,2,1,3,1,3,1,3,12444.67
708,HS2304000003,HH11230039,1,1,1,1,5,2,2,72.6,4,1,1,6,2,3,3,3,3,5,3,12365.94
709,HS2305000001,HH12230003,1,1,2,2,4,3,4,39.599999999999994,1,1,1,3,1,3,4,2,2,5,2,7196.8797794
710,HS2305000002,HH11230014,1,1,2,4,5,1,4,56.099999999999994,2,1,1,3,1,3,4,4,2,5,3,8093.604776
711,HS2305000003,HH12230004,1,1,2,1,6,1,4,59.4,2,1,1,8,1,3,4,1,2,3,2,11468.929769
712,HS2305000004,HH11230015,1,1,2,1,5,4,4,59.4,2,1,1,3,1,1,4,4,2,5,3,22529.339701
713,HS2305000005,HH12230005,1,1,2,2,4,4,4,36.3,1,1,1,5,1,3,4,4,2,1,2,12719.622477
714,HS2305000006,HH14230004,1,1,3,6,5,3,4,62.699999999999996,3,1,1,12,1,3,4,2,2,1,4,4740.5301872
715,HS2305000007,HH12230006,1,1,1,1,5,2,5,75.89999999999999,2,1,1,6,1,3,4,4,2,5,6,15612.389687
716,HS2305000008,HH12230007,1,1,1,3,5,3,5,128.7,4,1,1,6,1,3,4,3,2,1,4,11343.568721
717,HS2305000009,HH12230008,1,1,2,1,5,1,3,62.699999999999996,2,1,1,6,1,3,4,1,2,1,1,17065.835799
718,HS2305000010,HH12230009,1,1,1,2,4,1,4,23.099999999999998,1,1,1,2,1,1,4,1,2,5,1,14335.034754
719,HS2305000011,HH13230004,1,1,2,2,2,3,3,95.69999999999999,3,1,1,10,1,3,4,3,3,1,3,10206.038921
720,HS2305000012,HH14230005,1,1,3,10,2,2,6,112.19999999999999,3,1,2,7,3,3,4,4,2,1,7,7344.1814592
721,HS2305000013,HH13230005,1,1,3,4,4,2,3,49.5,2,1,1,4,1,1,4,3,2,1,3,12189.300409
722,HS2305000014,HH13230006,1,1,2,2,3,2,4,42.9,2,1,1,6,1,1,4,2,3,5,1,9664.5831087
723,HS2305000015,HH13230007,1,1,1,0,3,1,2,39.599999999999994,2,1,1,5,1,3,4,2,2,1,3,8970.79
724,HS2305000016,HH13230008,1,1,3,4,4,2,4,72.6,2,1,1,8,3,3,4,4,2,3,3,9916.262881
725,HS2305000017,HH13230009,1,1,3,14,2,1,5,85.8,3,1,1,8,3,1,4,4,2,3,3,5565.2020684
726,HS2305000018,HH13230010,1,1,3,6,2,1,5,102.3,3,1,2,11,1,3,4,4,2,1,5,17432.61
727,HS2305000019,HH13230011,1,1,3,15,4,1,4,105.6,3,1,2,16,1,3,4,4,2,5,4,4516.1365167
728,HS2305000020,HH13230012,1,1,3,7,4,1,5,102.3,3,1,2,14,1,3,4,4,2,1,6,10187.836404
729,HS2305000021,HH13230013,1,1,3,5,2,2,4,82.5,3,1,2,12,1,1,4,4,2,3,3,14102.32
730,HS2305000022,HH13230014,1,1,3,9,2,2,4,82.5,3,1,2,15,1,3,4,5,2,1,5,12002.5
731,HS2305000023,HH13230015,1,1,3,5,4,4,4,82.5,3,1,2,12,1,2,4,4,2,1,4,11647.61
732,HS2305000024,HH13230016,1,1,3,2,3,2,5,112.19999999999999,3,1,2,12,1,1,4,4,2,1,3,13672.05
733,HS2305000025,HH13230017,1,1,3,10,4,2,4,138.6,3,1,2,12,1,3,4,4,2,3,5,17172.27699
735,HS2305000027,HH13230019,1,1,3,20,3,2,5,112.19999999999999,3,1,2,14,1,3,4,4,2,1,5,17435.45
736,HS2305000028,HH13230020,1,1,3,3,4,2,4,112.19999999999999,3,1,2,15,1,3,4,5,2,3,5,15599.39616
737,HS2305000029,HH13230021,1,1,3,8,3,2,5,112.19999999999999,3,1,2,18,1,1,4,5,2,3,5,21998.813234
738,HS2305000030,HH13230022,1,1,3,5,5,1,5,102.3,3,1,2,12,1,3,4,4,2,1,4,15331.96
739,HS2305000031,HH13230023,1,1,2,2,3,1,5,102.3,3,1,2,12,1,3,4,4,2,1,5,12928.020345
740,HS2305000032,HH13230024,1,1,2,3,3,2,5,102.3,3,1,2,11,1,3,4,5,2,1,6,19269.92
741,HS2305000033,HH13230025,1,1,2,3,4,2,5,99.0,3,1,2,13,1,3,4,4,2,4,3,12175.32
742,HS2305000034,HH13230026,1,1,2,4,5,2,5,99.0,3,1,2,16,1,3,4,3,2,1,3,15353.015586
743,HS2305000035,HH13230027,1,1,3,2,4,1,5,105.6,3,1,2,12,1,3,4,3,2,1,7,9940.3656888
744,HS2305000036,HH13230028,1,1,3,4,4,1,5,105.6,3,1,2,12,1,3,4,4,2,1,4,13099.12
745,HS2305000037,HH13230029,1,1,3,3,4,2,5,99.0,3,1,2,16,1,3,4,3,2,1,3,14706.834733
746,HS2305000038,HH13230030,1,1,2,2,3,1,5,112.19999999999999,3,1,2,16,1,3,4,4,2,1,3,16743.92
747,HS2305000039,HH13230031,1,1,2,5,5,1,5,82.5,3,1,2,14,1,3,4,4,2,4,2,9339.6957507
749,HS2305000041,HH13230033,1,1,2,4,2,2,5,125.39999999999999,3,1,2,14,1,3,4,2,3,5,4,9264.09
750,HS2305000042,HH13230034,1,1,2,2,4,4,6,92.39999999999999,4,1,2,15,1,3,4,5,2,3,4,12572.054818
751,HS2305000043,HH13230035,1,1,2,2,3,4,6,125.39999999999999,3,1,2,12,1,3,5,5,2,3,6,8998.1468744
753,HS2306000001,HH14230006,1,1,3,14,4,1,5,112.19999999999999,3,1,2,6,1,1,4,4,3,1,3,11623.16
754,HS2306000002,HH13230037,1,1,3,5,2,2,4,108.89999999999999,3,1,2,16,1,3,4,4,2,1,5,15945.0
755,HS2306000003,HH14230007,1,1,1,1,6,1,2,138.6,3,1,2,4,5,1,3,3,2,1,3,17807.43
756,HS2306000004,HH14230008,1,1,1,1,6,1,1,165.0,2,1,1,4,2,1,3,3,2,1,3,10735.51
757,HS2306000005,HH14230009,1,1,3,15,4,1,4,108.89999999999999,3,1,2,16,3,3,4,5,2,1,5,12773.342695
758,HS2306000006,HH16230001,1,1,1,2,5,1,4,99.0,3,1,1,7,1,3,4,4,2,1,6,12658.363862
764,HS2306000012,HH12230016,1,1,3,14,4,1,4,49.5,1,1,1,3,3,1,4,3,3,5,5,8202.9616766
765,HS2306000013,HH12230017,1,1,3,15,5,1,4,49.5,1,1,1,5,3,2,4,3,2,1,5,3455.25
766,HS2306000014,HH12230018,1,1,3,12,3,4,5,82.5,3,1,1,9,3,3,5,4,2,1,3,14544.694251
767,HS2306000015,HH12230019,1,1,3,18,4,4,5,82.5,3,1,1,7,3,3,4,4,2,1,3,11967.21479
768,HS2306000016,HH12230020,1,1,3,2,4,3,5,69.3,3,1,1,6,3,1,4,4,2,1,5,11162.616103
769,HS2306000017,HH12230021,1,1,3,3,4,3,5,69.3,3,1,1,7,3,1,4,2,2,3,3,10594.971808
770,HS2306000018,HH12230022,1,1,3,4,4,3,5,69.3,3,1,1,6,3,3,4,2,2,1,5,13916.140982
771,HS2306000019,HH14230010,1,1,3,4,4,2,5,69.3,3,1,1,6,3,3,4,3,2,3,4,3723.28
